tipo,nombre,lat,lon
NCU,NCU 01,37.377277,14.893528
NCU,NCU 02,37.375734,14.887648
NCU,NCU 03,37.372909,14.884094
NCU,NCU 04,37.37277,14.887522
NCU,NCU 05,37.37008,14.884898
NCU,NCU 06,37.368488,14.887318
NCU,NCU 07,37.373034,14.891811
NCU,NCU 08,37.371277,14.890202
NCU,NCU 09,37.371744,14.894639
NCU,NCU 10,37.370101,14.898352
NCU,NCU 11,37.367178,14.892723
NCU,NCU 12,37.366763,14.89763
