tipo,nombre,lat,lon
NCU,NCU 1,41.576616,-0.798173
NCU,NCU 2,41.574607,-0.797954
HSU,HSU1,41.57864,-0.798845
HSU,HSU 2,41.577596,-0.795232
HSU,HSU 3,41.576396,-0.801515
HSU,HSU 4,41.573795,-0.796697
