tracker;zona;id;tipo;pend_long_pct;este_pend_transv_pct;este_pend_vector_pct;este_azimut_deg;este_vecina_critica;este_es_hermana;este_n_candidatas;oeste_pend_transv_pct;oeste_pend_vector_pct;oeste_azimut_deg;oeste_vecina_critica;oeste_es_hermana;oeste_n_candidatas
49;SJ;TR-01_1-049;2TTx64;-0,533;3,388;3,430;278,900;TR-01_1-050-W;NO;1;-1,970;2,041;285,100;TR-01_1-048-E;NO;1
50;SJ;TR-01_1-050;2TTx64;-0,771;2,975;3,073;284,500;TR-01_1-051-W;NO;1;-3,065;3,160;284,100;TR-01_1-049-E;NO;1
51;SJ;TR-01_1-051;2TTx64;-0,940;1,586;1,844;300,700;;NO;0;-2,809;2,962;288,500;TR-01_1-050-E;NO;1
52;SJ;TR-01_1-052;2TTx64;-1,200;3,621;3,815;288,300;TR-01_1-053-W;NO;1;-1,262;1,741;313,600;;NO;0
53;SJ;TR-01_1-053;2TTx64;-1,125;3,147;3,342;289,700;TR-01_1-054-W;NO;1;-3,133;3,329;289,800;TR-01_1-052-E;NO;1
54;SJ;TR-01_1-054;2TTx64;-0,904;0,919;1,289;314,500;TR-01_1-055-W;NO;1;-3,837;3,942;283,300;TR-01_1-053-E;NO;1
55;SJ;TR-01_1-055;2TTx64;-0,365;3,264;3,284;276,400;TR-01_1-056-W;NO;1;-1,333;1,382;285,300;TR-01_1-054-E;NO;1
56;SJ;TR-01_1-056;2TTx64;-0,101;1,306;1,310;274,400;TR-01_1-057-W;NO;1;-2,720;2,722;272,100;TR-01_1-055-E;NO;1
57;SJ;TR-01_1-057;2TTx64;0,596;4,337;4,378;262,200;TR-01_1-058-W;NO;1;-8,048;8,070;265,800;TR-01_1-056-E;NO;1
58;SJ;TR-01_1-058;2TTx64;-0,914;2,283;2,459;291,800;TR-01_1-059-W;NO;1;-6,018;6,087;278,600;TR-01_1-057-E;NO;1
59;SJ;TR-01_1-059;2TTx64;-0,820;3,300;3,400;284,000;TR-01_1-060-W;NO;1;-2,955;3,067;285,500;TR-01_1-058-E;NO;1
60;SJ;TR-01_1-060;2TTx64;-0,709;1,349;1,524;297,700;TR-01_1-061-W;NO;1;-3,275;3,351;282,200;TR-01_1-059-E;NO;1
61;SJ;TR-01_1-061;2TTx64;-0,724;3,329;3,407;282,300;TR-01_1-062-W;NO;1;-1,938;2,069;290,500;TR-01_1-060-E;NO;1
62;SJ;TR-01_1-062;2TTx64;-1,120;2,966;3,171;290,700;TR-01_1-063-W;NO;1;-2,360;2,612;295,400;TR-01_1-061-E;NO;1
63;SJ;TR-01_1-063;2TTx64;-0,841;1,888;2,067;294,000;TR-01_1-064-W;NO;1;-2,752;2,878;287,000;TR-01_1-062-E;NO;1
64;SJ;TR-01_1-064;2TTx64;-0,837;4,076;4,161;281,600;TR-01_1-065-W;NO;1;-2,426;2,566;289,000;TR-01_1-063-E;NO;1
65;SJ;TR-01_1-065;2TTx64;-0,735;3,897;3,966;280,700;TR-01_1-066-W;NO;1;-4,002;4,069;280,400;TR-01_1-064-E;NO;1
66;SJ;TR-01_1-066;2TTx64;-0,690;2,273;2,376;286,900;TR-01_1-067-W;NO;1;-2,145;2,253;287,800;TR-01_1-065-E;NO;1
67;SJ;TR-01_1-067;2TTx64;-0,485;2,866;2,907;279,600;TR-01_1-068-W;NO;1;-2,242;2,294;282,200;TR-01_1-066-E;NO;1
68;SJ;TR-01_1-068;2TTx64;-0,621;2,731;2,801;282,800;;NO;0;-3,201;3,261;281,000;TR-01_1-067-E;NO;1
69;SJ;TR-01_1-069;2TTx64;-1,738;2,295;2,879;307,100;TR-01_1-070-W;NO;1;;;;;;
70;SJ;TR-01_1-070;2TTx64;-1,401;6,707;6,852;281,800;TR-01_1-071-W;NO;1;-3,375;3,654;292,500;TR-01_1-069-E;NO;1
71;SJ;TR-01_1-071;2TTx64;-1,017;3,673;3,811;285,500;TR-01_1-072-W;NO;1;-9,432;9,487;276,200;TR-01_1-070-E;NO;1
72;SJ;TR-01_1-072;2TTx64;-1,005;1,397;1,721;305,700;TR-01_1-073-W;NO;1;-3,311;3,460;286,900;TR-01_1-071-E;NO;1
73;SJ;TR-01_1-073;2TTx64;-1,543;3,567;3,887;293,400;TR-01_1-074-W;NO;1;-2,350;2,812;303,300;TR-01_1-072-E;NO;1
74;SJ;TR-01_1-074;2TTx64;-1,701;3,372;3,777;296,800;TR-01_1-075-W;NO;1;-3,500;3,892;295,900;TR-01_1-073-E;NO;1
75;SJ;TR-01_1-075;2TTx64;-1,804;2,520;3,099;305,600;TR-01_1-076-W;NO;1;-1,326;2,239;323,700;TR-01_1-074-E;NO;1
76;SJ;TR-01_1-076;2TTx64;-1,738;2,163;2,775;308,800;TR-01_1-077-W;NO;1;-2,375;2,943;306,200;TR-01_1-075-E;NO;1
77;SJ;TR-01_1-077;2TTx64;-1,605;3,183;3,565;296,800;TR-01_1-078-W;NO;1;-2,156;2,688;306,700;TR-01_1-076-E;NO;1
78;SJ;TR-01_1-078;2TTx64;-1,142;-0,301;1,181;14,800;TR-01_1-079-W;NO;1;-3,263;3,457;289,300;TR-01_1-077-E;NO;1
79;SJ;TR-01_1-079;2TTx64;-1,338;3,891;4,115;289,000;TR-01_1-080-W;NO;1;-3,905;4,128;288,900;TR-01_1-078-E;NO;1
80;SJ;TR-01_1-080;2TTx64;-1,336;2,490;2,826;298,200;TR-01_1-081-W;NO;1;-3,483;3,730;291,000;TR-01_1-079-E;NO;1
81;SJ;TR-01_1-081;2TTx64;-1,084;1,495;1,847;305,900;;NO;0;-2,794;2,997;291,200;TR-01_1-080-E;NO;1
82;SJ;TR-01_1-082;2TTx64;-0,501;2,816;2,860;280,100;TR-01_1-083-W;NO;1;;;;;;
83;SJ;TR-01_1-083;2TTx64;-0,826;3,651;3,743;282,800;TR-01_1-084-W;NO;1;-1,696;1,887;296,000;TR-01_1-082-E;NO;1
84;SJ;TR-01_1-084;2TTx64;-1,088;3,348;3,520;288,000;TR-01_1-085-W;NO;1;-3,235;3,413;288,600;TR-01_1-083-E;NO;1
85;SJ;TR-01_1-085;2TTx64;-0,948;1,551;1,818;301,400;TR-01_1-086-W;NO;1;-3,391;3,521;285,600;TR-01_1-084-E;NO;1
86;SJ;TR-01_1-086;2TTx64;-0,688;2,230;2,334;287,100;TR-01_1-087-W;NO;1;-1,652;1,789;292,600;TR-01_1-085-E;NO;1
87;SJ;TR-01_1-087;2TTx64;-0,394;1,877;1,918;281,900;TR-01_1-088-W;NO;1;-4,481;4,498;275,000;TR-01_1-086-E;NO;1
88;SJ;TR-01_1-088;2TTx64;-0,369;3,285;3,306;276,400;TR-01_1-089-W;NO;1;-0,505;0,626;306,200;TR-01_1-087-E;NO;1
89;SJ;TR-01_1-089;2TTx64;-0,763;2,596;2,706;286,400;TR-01_1-090-W;NO;1;-2,628;2,737;286,200;TR-01_1-088-E;NO;1
90;SJ;TR-01_1-090;2TTx64;-1,176;2,914;3,143;292,000;TR-01_1-091-W;NO;1;-2,354;2,632;296,600;TR-01_1-089-E;NO;1
91;SJ;TR-01_1-091;2TTx64;-1,505;3,158;3,498;295,500;TR-01_1-092-W;NO;1;-1,435;2,079;316,400;TR-01_1-090-E;NO;1
92;SJ;TR-01_1-092;2TTx64;-1,530;1,432;2,095;316,900;TR-01_1-093-W;NO;1;-2,958;3,330;297,300;TR-01_1-091-E;NO;1
93;SJ;TR-01_1-093;2TTx64;-1,138;3,648;3,821;287,300;TR-01_1-094-W;NO;1;-1,555;1,927;306,200;TR-01_1-092-E;NO;1
94;SJ;TR-01_1-094;2TTx64;-1,085;5,410;5,518;281,300;TR-01_1-095-W;NO;1;-2,952;3,145;290,200;TR-01_1-093-E;NO;1
95;SJ;TR-01_1-095;2TTx64;-1,112;-0,092;1,116;4,700;;NO;0;-1,621;1,966;304,500;TR-01_1-094-E;NO;1
96;SJ;TR-01_1-096;2TTx64;-1,059;2,041;2,299;297,400;TR-01_1-097-W;NO;1;;;;;;
97;SJ;TR-01_1-097;2TTx64;-1,013;3,094;3,255;288,100;TR-01_1-098-W;NO;1;-1,589;1,884;302,500;TR-01_1-096-E;NO;1
98;SJ;TR-01_1-098;2TTx64;-0,783;3,336;3,427;283,200;TR-01_1-099-W;NO;1;-3,282;3,374;283,400;TR-01_1-097-E;NO;1
99;SJ;TR-01_1-099;2TTx64;-0,412;0,963;1,048;293,200;TR-01_1-100-W;NO;1;-3,400;3,425;276,900;TR-01_1-098-E;NO;1
100;SJ;TR-01_1-100;2TTx64;-1,230;2,043;2,384;301,000;TR-01_1-101-W;NO;1;-1,685;2,086;306,100;TR-01_1-099-E;NO;1
101;SJ;TR-01_1-101;2TTx64;-1,641;3,088;3,497;298,000;TR-01_1-102-W;NO;1;-2,351;2,867;304,900;TR-01_1-100-E;NO;1
102;SJ;TR-01_1-102;2TTx64;-1,919;2,614;3,243;306,300;TR-01_1-103-W;NO;1;-2,558;3,198;306,900;TR-01_1-101-E;NO;1
103;SJ;TR-01_1-103;2TTx64;-1,659;2,454;2,962;304,100;TR-01_1-104-W;NO;1;-3,581;3,946;294,900;TR-01_1-102-E;NO;1
104;SJ;TR-01_1-104;2TTx64;-1,358;1,246;1,843;317,500;TR-01_1-105-W;NO;1;-3,348;3,613;292,100;TR-01_1-103-E;NO;1
105;SJ;TR-01_1-105;2TTx64;-1,030;3,192;3,354;287,900;TR-01_1-106-W;NO;1;-3,813;3,950;285,100;TR-01_1-104-E;NO;1
106;SJ;TR-01_1-106;2TTx64;-1,168;0,530;1,283;335,600;TR-01_1-107-W;NO;1;-3,756;3,933;287,300;TR-01_1-105-E;NO;1
107;SJ;TR-01_1-107;2TTx64;-1,458;3,076;3,404;295,400;TR-01_1-108-W;NO;1;-0,556;1,561;339,100;TR-01_1-106-E;NO;1
108;SJ;TR-01_1-108;2TTx64;-1,394;4,634;4,839;286,700;TR-01_1-109-W;NO;1;-2,686;3,026;297,400;TR-01_1-107-E;NO;1
109;SJ;TR-01_1-109;2TTx64;-1,510;4,844;5,074;287,300;;NO;0;-0,874;1,745;329,900;TR-01_1-108-E;NO;1
110;SJ;TR-01_1-110;2TTx64;-1,056;2,586;2,793;292,200;TR-01_1-111-W;NO;1;;;;;;
111;SJ;TR-01_1-111;2TTx64;-0,921;3,633;3,748;284,200;TR-01_1-112-W;NO;1;-1,893;2,105;295,900;TR-01_1-110-E;NO;1
112;SJ;TR-01_1-112;2TTx64;-0,410;2,080;2,120;281,200;TR-01_1-113-W;NO;1;-3,901;3,923;276,000;TR-01_1-111-E;NO;1
113;SJ;TR-01_1-113;2TTx64;-0,299;3,710;3,722;274,600;TR-01_1-114-W;NO;1;-2,265;2,285;277,500;TR-01_1-112-E;NO;1
114;SJ;TR-01_1-114;2TTx64;-0,669;1,800;1,920;290,400;TR-01_1-115-W;NO;1;-3,634;3,695;280,400;TR-01_1-113-E;NO;1
115;SJ;TR-01_1-115;2TTx64;-0,961;2,955;3,107;288,000;TR-01_1-116-W;NO;1;-2,406;2,591;291,800;TR-01_1-114-E;NO;1
116;SJ;TR-01_1-116;2TTx64;-1,051;1,899;2,170;299,000;TR-01_1-117-W;NO;1;-2,609;2,813;291,900;TR-01_1-115-E;NO;1
117;SJ;TR-01_1-117;2TTx64;-0,609;3,434;3,488;280,100;TR-01_1-118-W;NO;1;-2,373;2,450;284,400;TR-01_1-116-E;NO;1
118;SJ;TR-01_1-118;2TTx64;-0,862;3,127;3,244;285,400;TR-01_1-119-W;NO;1;-3,035;3,155;285,900;TR-01_1-117-E;NO;1
119;SJ;TR-01_1-119;2TTx64;-0,598;4,537;4,576;277,500;;NO;0;-2,861;2,923;281,800;TR-01_1-118-E;NO;1
120;SJ;TR-02_1-002;2TTx64;0,858;4,263;4,348;258,600;TR-02_1-003-W;NO;1;;;;;;
121;SJ;TR-02_1-003;2TTx64;1,064;4,979;5,091;257,900;TR-02_1-004-W;NO;1;-3,797;3,943;254,400;TR-02_1-002-E;NO;1
122;SJ;TR-02_1-004;2TTx64;1,574;2,176;2,686;234,100;TR-02_1-005-W;NO;1;-3,395;3,742;245,100;TR-02_1-003-E;NO;1
123;SJ;TR-02_1-005;2TTx64;1,274;0,759;1,483;210,800;TR-02_1-006-W;NO;1;-2,368;2,689;241,700;TR-02_1-004-E;NO;1
124;SJ;TR-02_1-006;2TTx64;1,744;1,654;2,404;223,500;TR-02_1-007-W;NO;1;-0,081;1,746;182,700;TR-02_1-005-E;NO;1
125;SJ;TR-02_1-007;2TTx64;1,778;2,904;3,405;238,500;TR-02_1-008-W;NO;1;-1,928;2,623;227,300;TR-02_1-006-E;NO;1
126;SJ;TR-02_1-008;2TTx64;1,535;0,482;1,609;197,400;TR-02_1-009-W;NO;1;-2,912;3,292;242,200;TR-02_1-007-E;NO;1
127;SJ;TR-02_1-009;2TTx64;0,944;0,862;1,278;222,400;TR-02_1-010-W;NO;1;1,864;2,089;116,900;TR-02_1-008-E;NO;1
128;SJ;TR-02_1-010;2TTx64;-0,019;4,261;4,261;270,300;;NO;0;-1,016;1,016;271,100;TR-02_1-009-E;NO;1
129;SJ;TR-02_1-011;2TTx64;-0,899;1,251;1,541;305,700;TR-02_1-012-W;NO;1;;;;;;
130;SJ;TR-02_1-012;2TTx64;-0,853;1,391;1,632;301,500;TR-02_1-013-W;NO;1;-1,249;1,512;304,300;TR-02_1-011-E;NO;1
131;SJ;TR-02_1-013;2TTx64;-0,983;1,614;1,890;301,300;TR-02_1-014-W;NO;1;-1,996;2,225;296,200;TR-02_1-012-E;NO;1
132;SJ;TR-02_1-014;2TTx64;-0,749;2,992;3,084;284,100;TR-02_1-015-W;NO;1;-2,938;3,032;284,300;TR-02_1-013-E;NO;1
133;SJ;TR-02_1-015;2TTx64;-0,153;2,816;2,820;273,100;TR-02_1-016-W;NO;1;-3,232;3,236;272,700;TR-02_1-014-E;NO;1
134;SJ;TR-02_1-016;2TTx64;-0,298;3,171;3,185;275,400;TR-02_1-017-W;NO;1;-3,359;3,372;275,100;TR-02_1-015-E;NO;1
135;SJ;TR-02_1-017;2TTx64;-0,352;2,997;3,018;276,700;TR-02_1-018-W;NO;1;-3,430;3,448;275,900;TR-02_1-016-E;NO;1
136;SJ;TR-02_1-018;2TTx64;-0,101;2,531;2,533;272,300;TR-02_1-019-W;NO;1;-1,668;1,671;273,500;TR-02_1-017-E;NO;1
137;SJ;TR-02_1-019;2TTx64;0,034;2,554;2,554;269,200;TR-02_1-020-W;NO;1;-2,418;2,418;269,200;TR-02_1-018-E;NO;1
138;SJ;TR-02_1-020;2TTx64;0,228;3,892;3,899;266,600;TR-02_1-021-W;NO;1;-2,270;2,281;264,300;TR-02_1-019-E;NO;1
139;SJ;TR-02_1-021;2TTx64;0,225;4,226;4,232;267,000;TR-02_1-022-W;NO;1;-3,850;3,857;266,700;TR-02_1-020-E;NO;1
140;SJ;TR-02_1-022;2TTx64;-0,160;3,997;4,000;272,300;TR-02_1-023-W;NO;1;-4,541;4,544;272,000;TR-02_1-021-E;NO;1
141;SJ;TR-02_1-023;2TTx64;-0,534;4,283;4,316;277,100;TR-02_2-001-W;NO;1;-3,886;3,922;277,800;TR-02_1-022-E;NO;1
142;SJ;TR-02_1-024;2TTx64;-0,368;3,331;3,351;276,300;TR-02_1-025-W;NO;1;-2,294;2,323;279,100;TR-03_1-034-E;NO;1
143;SJ;TR-02_1-025;2TTx64;-0,044;2,532;2,532;271,000;TR-02_1-026-W;NO;1;-2,821;2,821;270,900;TR-02_1-024-E;NO;1
144;SJ;TR-02_1-026;2TTx64;0,118;4,405;4,407;268,500;TR-02_1-027-W;NO;1;-2,139;2,142;266,800;TR-02_1-025-E;NO;1
145;SJ;TR-02_1-027;2TTx64;-0,501;2,045;2,106;283,800;TR-02_1-028-W;NO;1;-1,264;1,360;291,600;TR-02_1-026-E;NO;1
146;SJ;TR-02_1-028;2TTx64;-0,409;0,565;0,698;305,900;TR-02_1-029-W;NO;1;-2,196;2,234;280,600;TR-02_1-027-E;NO;1
147;SJ;TR-02_1-029;2TTx64;-0,861;0,927;1,265;312,900;TR-02_1-030-W;NO;1;-0,678;1,096;321,800;TR-02_1-028-E;NO;1
148;SJ;TR-02_1-030;2TTx64;-1,113;3,707;3,871;286,700;TR-02_1-031-W;NO;1;-0,942;1,458;319,800;TR-02_1-029-E;NO;1
149;SJ;TR-02_1-031;2TTx64;-1,128;1,916;2,223;300,500;TR-02_1-032-W;NO;1;-3,327;3,513;288,700;TR-02_1-030-E;NO;1
150;SJ;TR-02_1-032;2TTx64;-1,005;4,434;4,547;282,800;TR-02_1-033-W;NO;1;-1,893;2,143;298,000;TR-02_1-031-E;NO;1
151;SJ;TR-02_1-033;2TTx64;-0,810;6,234;6,286;277,400;;NO;0;-4,198;4,275;280,900;TR-02_1-032-E;NO;1
152;SJ;TR-02_1-034;2TTx64;-1,112;2,174;2,442;297,100;TR-02_1-035-W;NO;1;;;;;;
153;SJ;TR-02_1-035;2TTx64;-1,489;1,972;2,471;307,100;TR-02_1-036-W;NO;1;-2,529;2,935;300,500;TR-02_1-034-E;NO;1
154;SJ;TR-02_1-036;2TTx64;-1,244;3,096;3,336;291,900;TR-02_1-037-W;NO;1;-2,381;2,686;297,600;TR-02_1-035-E;NO;1
155;SJ;TR-02_1-037;2TTx64;-1,764;1,310;2,197;323,400;TR-02_1-038-W;NO;1;-1,869;2,570;313,300;TR-02_1-036-E;NO;1
156;SJ;TR-02_1-038;2TTx64;-2,093;3,397;3,990;301,600;TR-02_1-039-W;NO;1;-0,635;2,188;343,100;TR-02_1-037-E;NO;1
157;SJ;TR-02_1-039;2TTx64;-1,902;3,338;3,842;299,700;TR-02_1-040-W;NO;1;-3,338;3,842;299,700;TR-02_1-038-E;NO;1
158;SJ;TR-02_1-040;2TTx64;-1,973;1,717;2,616;319,000;TR-02_1-041-W;NO;1;-3,497;4,015;299,400;TR-02_1-039-E;NO;1
159;SJ;TR-02_1-041;2TTx64;-2,228;2,289;3,194;314,200;TR-02_1-042-W;NO;1;-1,268;2,563;330,400;TR-02_1-040-E;NO;1
160;SJ;TR-02_1-042;2TTx64;-2,160;2,085;3,002;316,000;TR-02_1-043-W;NO;1;-2,489;3,296;311,000;TR-02_1-041-E;NO;1
161;SJ;TR-02_1-043;2TTx64;-2,203;3,818;4,408;300,000;TR-02_1-044-W;NO;1;-2,284;3,173;314,000;TR-02_1-042-E;NO;1
162;SJ;TR-02_1-044;2TTx64;-2,119;4,269;4,766;296,400;TR-02_1-045-W;NO;1;-3,464;4,061;301,500;TR-02_1-043-E;NO;1
163;SJ;TR-02_1-045;2TTx64;-1,906;4,448;4,839;293,200;TR-02_1-046-W;NO;1;-4,809;5,173;291,600;TR-02_1-044-E;NO;1
164;SJ;TR-02_1-046;2TTx64;-1,505;4,031;4,303;290,500;TR-02_2-019-W;NO;1;-4,391;4,642;288,900;TR-02_1-045-E;NO;1
165;SJ;TR-02_1-047;2TTx64;-2,644;3,340;4,260;308,400;TR-02_1-048-W;NO;1;-0,889;2,789;341,400;TR-03_1-053-E;NO;1
166;SJ;TR-02_1-048;2TTx64;-2,349;1,836;2,981;322,000;TR-02_1-049-W;NO;1;-3,171;3,946;306,500;TR-02_1-047-E;NO;1
167;SJ;TR-02_1-049;2TTx64;-1,728;0,996;1,994;330,000;TR-02_1-050-W;NO;1;-1,592;2,349;317,300;TR-02_1-048-E;NO;1
168;SJ;TR-02_1-050;2TTx64;-1,384;2,147;2,555;302,800;TR-02_1-051-W;NO;1;-0,966;1,688;325,100;TR-02_1-049-E;NO;1
169;SJ;TR-02_1-051;2TTx64;-1,416;0,589;1,533;337,400;TR-02_1-052-W;NO;1;-2,045;2,487;304,700;TR-02_1-050-E;NO;1
170;SJ;TR-02_1-052;2TTx64;-1,358;3,608;3,855;290,600;TR-02_1-053-W;NO;1;-3,023;3,314;294,200;TR-02_1-051-E;NO;1
171;SJ;TR-02_1-053;2TTx64;-1,550;2,360;2,823;303,300;;NO;0;-2,745;3,152;299,400;TR-02_1-052-E;NO;1
172;SJ;TR-02_1-054;2TTx64;-2,394;2,130;3,205;318,300;TR-02_1-055-W;NO;1;;;;;;
173;SJ;TR-02_1-055;2TTx64;-1,936;4,419;4,824;293,700;TR-02_1-056-W;NO;1;0,996;2,177;27,200;TR-02_1-054-E;NO;1
174;SJ;TR-02_1-056;2TTx64;-1,861;2,225;2,901;309,900;;NO;0;-2,838;3,394;303,300;TR-02_1-055-E;NO;1
175;SJ;TR-02_1-059;2TTx64;-0,997;3,323;3,469;286,700;TR-02_1-060-W;NO;1;;;;;;
176;SJ;TR-02_1-060;2TTx64;-1,142;2,375;2,635;295,700;TR-02_1-061-W;NO;1;-3,948;4,110;286,100;TR-02_1-059-E;NO;1
177;SJ;TR-02_1-061;2TTx64;-1,183;1,317;1,770;311,900;TR-02_1-062-W;NO;1;-1,788;2,144;303,500;TR-02_1-060-E;NO;1
178;SJ;TR-02_1-062;2TTx64;-0,568;2,869;2,925;281,200;TR-02_1-063-W;NO;1;-1,315;1,432;293,300;TR-02_1-061-E;NO;1
179;SJ;TR-02_1-063;2TTx64;-0,282;2,760;2,774;275,800;TR-02_1-064-W;NO;1;-2,848;2,862;275,700;TR-02_1-062-E;NO;1
180;SJ;TR-02_1-064;2TTx64;0,122;1,567;1,572;265,500;TR-02_1-065-W;NO;1;-2,588;2,591;267,300;TR-02_1-063-E;NO;1
181;SJ;TR-02_1-065;2TTx64;-0,048;2,061;2,062;271,300;TR-02_1-066-W;NO;1;-2,285;2,286;271,200;TR-02_1-064-E;NO;1
182;SJ;TR-02_1-066;2TTx64;-0,062;3,031;3,032;271,200;TR-02_1-067-W;NO;1;-1,923;1,924;271,900;TR-02_1-065-E;NO;1
183;SJ;TR-02_1-067;2TTx64;-0,211;2,279;2,289;275,300;TR-02_1-068-W;NO;1;-3,388;3,395;273,600;TR-02_1-066-E;NO;1
184;SJ;TR-02_1-068;2TTx64;0,223;1,234;1,254;259,800;TR-02_2-048-W;NO;1;-1,954;1,967;263,500;TR-02_1-067-E;NO;1
185;SJ;TR-02_1-069;2TTx64;1,307;3,416;3,658;249,100;TR-02_1-070-W;NO;1;-5,051;5,217;255,500;TR-03_1-072-E;NO;1
186;SJ;TR-02_1-070;2TTx64;0,536;0,775;0,942;235,300;TR-02_1-071-W;NO;1;-3,686;3,725;261,700;TR-02_1-069-E;NO;1
187;SJ;TR-02_1-071;2TTx64;0,402;1,544;1,596;255,400;TR-02_1-072-W;NO;1;-0,825;0,918;244,000;TR-02_1-070-E;NO;1
188;SJ;TR-02_1-072;2TTx64;-0,046;2,409;2,409;271,100;TR-02_1-073-W;NO;1;-1,375;1,376;271,900;TR-02_1-071-E;NO;1
189;SJ;TR-02_1-073;2TTx64;-0,270;5,000;5,007;273,100;TR-02_1-074-W;NO;1;-2,234;2,250;276,900;TR-02_1-072-E;NO;1
190;SJ;TR-02_1-074;2TTx64;-0,514;3,885;3,919;277,500;TR-02_1-075-W;NO;1;-3,057;3,100;279,500;TR-02_1-073-E;NO;1
191;SJ;TR-02_1-075;2TTx64;-0,449;4,195;4,219;276,100;;NO;0;-3,958;3,983;276,500;TR-02_1-074-E;NO;1
192;SJ;TR-02_1-076;2TTx64;-0,514;1,837;1,908;285,600;TR-02_1-077-W;NO;1;;;;;;
193;SJ;TR-02_1-077;2TTx64;-1,014;3,965;4,092;284,300;TR-02_1-078-W;NO;1;1,026;1,442;45,300;TR-02_1-076-E;NO;1
194;SJ;TR-02_1-078;2TTx64;-1,224;1,428;1,881;310,600;;NO;0;-2,631;2,902;295,000;TR-02_1-077-E;NO;1
195;SJ;TR-02_1-079;2TTx64;-0,588;2,191;2,269;285,000;TR-02_1-080-W;NO;1;-2,393;2,464;283,800;;NO;0
196;SJ;TR-02_1-080;2TTx64;-1,116;1,835;2,148;301,300;TR-02_1-081-W;NO;1;-2,191;2,459;297,000;TR-02_1-079-E;NO;1
197;SJ;TR-02_1-081;2TTx64;-1,417;4,289;4,517;288,300;TR-02_1-082-W;NO;1;-1,221;1,871;319,300;TR-02_1-080-E;NO;1
198;SJ;TR-02_1-082;2TTx64;-1,536;2,034;2,549;307,100;TR-02_1-083-W;NO;1;-3,179;3,531;295,800;TR-02_1-081-E;NO;1
199;SJ;TR-02_1-083;2TTx64;-1,489;1,900;2,414;308,100;TR-02_1-084-W;NO;1;-2,149;2,614;304,700;TR-02_1-082-E;NO;1
200;SJ;TR-02_1-084;2TTx64;-1,931;1,877;2,693;315,800;TR-02_1-085-W;NO;1;-1,453;2,416;323,000;TR-02_1-083-E;NO;1
201;SJ;TR-02_1-085;2TTx64;-2,142;2,293;3,138;313,100;TR-02_1-086-W;NO;1;-1,681;2,723;321,900;TR-02_1-084-E;NO;1
202;SJ;TR-02_1-086;2TTx64;-2,609;1,331;2,929;333,000;TR-02_1-087-W;NO;1;-1,983;3,277;322,800;TR-02_1-085-E;NO;1
203;SJ;TR-02_1-087;2TTx64;-2,807;2,782;3,952;315,300;TR-02_1-088-W;NO;1;-3,551;4,526;308,300;TR-02_1-086-E;NO;1
204;SJ;TR-02_1-088;2TTx64;-2,953;3,337;4,456;311,500;TR-02_1-089-W;NO;1;-2,619;3,947;318,400;TR-02_1-087-E;NO;1
205;SJ;TR-02_1-089;2TTx64;-2,694;0,096;2,696;358,000;TR-02_1-090-W;NO;1;-3,837;4,688;305,100;TR-02_1-088-E;NO;1
206;SJ;TR-02_1-090;2TTx64;-2,570;0,099;2,572;357,800;TR-02_2-066-W;NO;1;0,260;2,583;5,800;TR-02_1-089-E;NO;1
207;SJ;TR-02_1-091;2TTx64;-0,214;2,329;2,339;275,200;TR-02_1-092-W;NO;1;;;;;;
208;SJ;TR-02_1-092;2TTx64;-0,105;3,931;3,932;271,500;TR-02_1-093-W;NO;1;-0,222;0,245;295,300;TR-02_1-091-E;NO;1
209;SJ;TR-02_1-093;2TTx64;0,346;1,078;1,132;252,200;TR-02_1-094-W;NO;1;-3,045;3,065;263,500;TR-02_1-092-E;NO;1
210;SJ;TR-02_1-094;2TTx64;0,429;2,486;2,523;260,200;TR-02_1-095-W;NO;1;-1,034;1,120;247,400;TR-02_1-093-E;NO;1
211;SJ;TR-02_1-095;2TTx64;0,503;3,200;3,239;261,100;TR-02_1-096-W;NO;1;-2,241;2,297;257,400;TR-02_1-094-E;NO;1
212;SJ;TR-02_1-096;2TTx64;0,796;2,574;2,694;252,800;TR-02_1-097-W;NO;1;-3,394;3,486;256,800;TR-02_1-095-E;NO;1
213;SJ;TR-02_1-097;2TTx64;1,059;1,681;1,987;237,800;TR-02_1-098-W;NO;1;-2,818;3,010;249,400;TR-02_1-096-E;NO;1
214;SJ;TR-02_1-098;2TTx64;0,972;3,064;3,215;252,400;TR-02_1-099-W;NO;1;-3,056;3,207;252,300;TR-02_1-097-E;NO;1
215;SJ;TR-02_1-099;2TTx64;1,002;1,951;2,193;242,800;TR-02_1-100-W;NO;1;-3,546;3,685;254,200;TR-02_1-098-E;NO;1
216;SJ;TR-02_1-100;2TTx64;1,218;2,858;3,107;246,900;TR-02_1-101-W;NO;1;-1,739;2,123;235,000;TR-02_1-099-E;NO;1
217;SJ;TR-02_1-101;2TTx64;1,309;2,150;2,517;238,700;TR-02_1-102-W;NO;1;-2,430;2,760;241,700;TR-02_1-100-E;NO;1
218;SJ;TR-02_1-102;2TTx64;1,294;3,080;3,341;247,200;TR-02_1-103-W;NO;1;-5,034;5,198;255,600;TR-02_1-101-E;NO;1
219;SJ;TR-02_1-103;2TTx64;1,422;3,069;3,383;245,100;TR-02_1-104-W;NO;1;-2,810;3,149;243,200;TR-02_1-102-E;NO;1
220;SJ;TR-02_1-104;2TTx64;1,546;0,001;1,546;180,000;TR-02_1-105-W;NO;1;-3,000;3,375;242,700;TR-02_1-103-E;NO;1
