planta,ncu,tcu,tracker,zona,id_levantamiento,tipo,linea,r41033_west_pitch_m,r41106_east_pitch_m,r41035_panel_width_m,r41037_max_west_deg,r41038_max_east_deg,r41098_west_grade_rad,r41100_west_grade_azimuth_rad,r41102_east_grade_rad,r41104_east_grade_azimuth_rad,oeste_vector_pct,oeste_azimut_deg,este_vector_pct,este_azimut_deg,oeste_transv_pct,este_transv_pct,pendiente_longitudinal_pct,oeste_vecina_critica,este_vecina_critica
ayora,2,6,TK 006-02,HD,HD-29,2TTx56,299,2.745,3.253,2.384,55,55,0.013979,0.593412,0.013979,0.593412,1.398,34,1.398,34,0.781,-0.781,-1.16,HD-29-0 (hermana),HD-29-1 (hermana)
ayora,2,5,TK 005-02,HD,HD-30,2TTx56,299,2.745,3.253,2.384,55,55,0.036913,1.293289,0.026064,1.171116,3.693,74.1,2.607,67.1,3.551,-2.402,-1.013,HD-30-0 (hermana),HD-32-0
ayora,2,8,TK 008-02,HD,HD-31,2TTx56,303,2.666,3.318,2.384,55,55,0.026234,0.923279,0.020047,0.66148,2.624,52.9,2.005,37.9,2.094,-1.232,-1.581,HD-29-1,HD-33-0
ayora,2,7,TK 007-02,HD,HD-32,2TTx56,303,2.666,3.318,2.384,55,55,0.034227,1.240929,0.023696,1.083849,3.424,71.1,2.37,62.1,3.239,-2.094,-1.111,HD-32-0 (hermana),HD-34-0
ayora,2,10,TK 010-02,HD,HD-33,2TTx56,307,2.732,3.263,2.384,55,55,0.032389,0.989602,0.019917,0.469494,3.24,56.7,1.992,26.9,2.709,-0.9,-1.777,HD-33-0 (hermana),HD-35-0
ayora,2,9,TK 009-02,HD,HD-34,2TTx56,307,2.732,3.263,2.384,55,55,0.026364,1.090831,0.026364,1.090831,2.637,62.5,2.637,62.5,2.339,-2.339,-1.217,HD-34-0 (hermana),HD-34-1 (hermana)
ayora,2,12,TK 012-02,HD,HD-35,2TTx56,311,2.74,3.257,2.384,55,55,0.028173,0.841249,0.021807,0.532325,2.818,48.2,2.181,30.5,2.1,-1.107,-1.88,HD-35-0 (hermana),HD-37-0
ayora,2,11,TK 011-02,HD,HD-36,2TTx56,311,2.74,3.257,2.384,55,55,0.03923,1.144936,0.020597,0.66497,3.925,65.6,2.06,38.1,3.575,-1.272,-1.62,HD-34-1,HD-38-0
ayora,2,14,TK 014-02,HD,HD-37,2TTx56,315,2.689,3.342,2.384,55,55,0.034247,0.518363,0.032858,5.845108,3.426,29.7,3.287,334.9,1.698,1.396,-2.976,HD-37-0 (hermana),HD-39-0
ayora,2,13,TK 013-02,HD,HD-38,2TTx28,315,2.689,3.342,2.384,55,55,0.03113,1.286308,0.00873,0.062832,3.114,73.7,0.873,3.6,2.989,-0.055,-0.872,HD-35-1,HD-40-0
ayora,2,16,TK 016-02,HD,HD-39,2TTx56,319,2.728,3.274,2.384,55,55,0.037193,0.549779,0.037193,0.549779,3.721,31.5,3.721,31.5,1.944,-1.944,-3.173,HD-39-0 (hermana),HD-39-1 (hermana)
ayora,2,15,TK 015-02,HD,HD-40,2TTx28,319,2.728,3.274,2.384,55,55,0.00499,0.197222,0.00499,0.197222,0.499,11.3,0.499,11.3,0.097,-0.097,-0.49,HD-40-0 (hermana),HD-40-1 (hermana)
ayora,2,18,TK 018-02,HD,HD-41,2TTx56,322,5.985,6.011,2.384,55,55,0.057546,0.862193,0.037942,6.131342,5.761,49.4,3.796,351.3,4.371,0.576,-3.752,HD-39-1,HD-43-0
ayora,2,17,TK 017-02,HD,HD-42,2TTx28,322,5.985,6.011,2.384,55,55,0.025514,1.106539,0.020277,0.972148,2.552,63.4,2.028,55.7,2.281,-1.674,-1.144,HD-39-1,HD-42-1 (hermana)
ayora,2,19,TK 019-02,HD,HD-43,2TTx42,324,5.99,5.993,2.384,55,55,0.045219,0.479966,0.040947,0.202458,4.525,27.5,4.097,11.6,2.09,-0.824,-4.013,HD-43-0 (hermana),HD-45-0
ayora,2,23,TK 023-02,HD,HD-44,2TTx28,324,5.99,5.993,2.384,55,55,0.037313,0.434587,0.035076,0.267035,3.733,24.9,3.509,15.3,1.574,-0.928,-3.385,HD-44-0 (hermana),HD-46-0
ayora,2,20,TK 020-02,HD,HD-45,2TTx42,326,6.052,5.983,2.384,55,55,0.03887,0.21293,0.038771,0.200713,3.889,12.2,3.879,11.5,0.824,-0.776,-3.801,HD-43-1,HD-45-1 (hermana)
ayora,2,24,TK 024-02,HD,HD-46,2TTx28,326,6.052,5.983,2.384,55,55,0.033847,0.356047,0.033847,0.356047,3.386,20.4,3.386,20.4,1.183,-1.183,-3.173,HD-46-0 (hermana),HD-46-1 (hermana)
ayora,2,21,TK 021-02,HD,HD-47,2TTx42,328,6,5.972,2.384,55,55,0.035735,0.287979,0.034396,0.087266,3.575,16.5,3.441,5,1.015,-0.302,-3.427,HD-45-1,HD-47-1 (hermana)
ayora,2,25,TK 025-02,HD,HD-48,2TTx56,328,6,5.972,2.384,55,55,0.03055,0.759218,0.022196,0.045379,3.056,43.5,2.22,2.6,2.102,-0.102,-2.218,HD-46-1,HD-48-1 (hermana)
ayora,2,22,TK 022-02,HD,HD-49,2TTx42,330,6,5.993,2.384,55,55,0.028362,0.445059,0.025824,0.1309,2.837,25.5,2.583,7.5,1.22,-0.337,-2.561,HD-47-1,HD-49-1 (hermana)
ayora,2,27,TK 027-02,HD,HD-50,2TTx42,330,6,5.993,2.384,55,55,0.016459,0.466003,0.015259,0.270526,1.646,26.7,1.526,15.5,0.74,-0.407,-1.471,HD-50-0 (hermana),HD-52-0
ayora,2,26,TK 026-02,HD,HD-51,2TTx56,330,6,5.993,2.384,55,55,0.025445,0.804597,0.017658,6.260496,2.545,46.1,1.766,358.7,1.833,0.04,-1.766,HD-48-1,HD-51-1 (hermana)
ayora,2,29,TK 029-02,HD,HD-52,2TTx42,332,5.985,6.014,2.384,55,55,0.021137,0.692896,0.016978,0.293215,2.114,39.7,1.698,16.8,1.352,-0.49,-1.626,HD-52-0 (hermana),HD-54-0
ayora,2,28,TK 028-02,HD,HD-53,2TTx56,332,5.985,6.014,2.384,55,55,0.025724,0.884882,0.018538,0.497419,2.573,50.7,1.854,28.5,1.991,-0.884,-1.63,HD-53-0 (hermana),HD-55-0
ayora,2,31,TK 031-02,HD,HD-54,2TTx56,334,6.019,5.982,2.384,55,55,0.024825,0.741765,0.018318,0.054105,2.483,42.5,1.832,3.1,1.679,-0.099,-1.829,HD-54-0 (hermana),HD-57-0
ayora,2,30,TK 030-02,HD,HD-55,2TTx28,334,6.019,5.982,2.384,55,55,0.028862,0.863938,0.022106,0.558505,2.887,49.5,2.211,32,2.194,-1.17,-1.876,HD-55-0 (hermana),HD-58-0
ayora,2,34,TK 034-02,HD,HD-56,2TTx56,336,6.001,6.002,2.384,55,55,0.034486,0.680678,0.034486,0.680678,3.45,39,3.45,39,2.17,-2.17,-2.682,HD-56-0 (hermana),HD-56-1 (hermana)
ayora,2,33,TK 033-02,HD,HD-57,2TTx56,336,6.001,6.002,2.384,55,55,0.023566,0.279253,0.023566,0.279253,2.357,16,2.357,16,0.651,-0.651,-2.266,HD-57-0 (hermana),HD-57-1 (hermana)
ayora,2,32,TK 032-02,HD,HD-58,2TTx28,336,6.001,6.002,2.384,55,55,0.036144,1.027999,0.036144,1.027999,3.616,58.9,3.616,58.9,3.096,-3.096,-1.867,HD-58-0 (hermana),HD-58-1 (hermana)
ayora,2,37,TK 037-02,HD,HD-59,2TTx56,338,5.978,6.01,2.384,55,55,0.043513,0.97913,0.024825,0.207694,4.354,56.1,2.483,11.9,3.613,-0.513,-2.43,HD-56-1,HD-62-0
ayora,2,36,TK 036-02,HD,HD-60,2TTx56,338,5.978,6.01,2.384,55,55,0.058234,1.083849,0.028872,0.338594,5.83,62.1,2.888,19.4,5.154,-0.961,-2.723,HD-57-1,HD-63-0
ayora,2,35,TK 035-02,HD,HD-61,2TTx56,338,5.978,6.01,2.384,55,55,0.075019,1.289798,0.029891,0.801106,7.516,73.9,2.99,45.9,7.222,-2.146,-2.081,HD-58-1,HD-64-0
ayora,2,40,TK 040-02,HD,HD-62,2TTx56,340,5.982,5.997,2.384,55,55,0.019997,0.260054,0.020467,5.946337,2,14.9,2.047,340.7,0.513,0.675,-1.933,HD-59-1,HD-62-1 (hermana)
ayora,2,39,TK 039-02,HD,HD-63,2TTx56,340,5.982,5.997,2.384,55,55,0.034876,0.532325,0.030151,0.076794,3.489,30.5,3.016,4.4,1.769,-0.229,-3.007,HD-63-0 (hermana),HD-66-0
ayora,2,38,TK 038-02,HD,HD-64,2TTx56,340,5.982,5.997,2.384,55,55,0.03132,0.753982,0.029861,0.701622,3.133,43.2,2.987,40.2,2.146,-1.927,-2.283,HD-61-1,HD-67-0
ayora,2,43,TK 043-02,HD,HD-65,2TTx56,342,6.023,5.982,2.384,55,55,0.042035,1.174607,0.035066,5.1941,4.206,67.3,3.508,297.6,3.879,3.108,-1.625,HD-62-1,HD-68-0
ayora,2,42,TK 042-02,HD,HD-66,2TTx56,342,6.023,5.982,2.384,55,55,0.035845,0.417134,0.032858,0.075049,3.586,23.9,3.287,4.3,1.453,-0.245,-3.278,HD-66-0 (hermana),HD-69-0
ayora,2,41,TK 041-02,HD,HD-67,2TTx56,342,6.023,5.982,2.384,55,55,0.030491,0.684169,0.026694,0.481711,3.05,39.2,2.67,27.6,1.927,-1.239,-2.365,HD-64-1,HD-67-1 (hermana)
ayora,2,46,TK 046-02,HD,HD-68,2TTx56,344,6.055,5.991,2.384,55,55,0.027203,1.059415,0.027203,1.059415,2.721,60.7,2.721,60.7,2.372,-2.372,-1.333,HD-68-0 (hermana),HD-68-1 (hermana)
ayora,2,45,TK 045-02,HD,HD-69,2TTx56,344,6.055,5.991,2.384,55,55,0.032439,0.075049,0.032419,6.216863,3.245,4.3,3.243,356.2,0.245,0.217,-3.236,HD-66-1,HD-69-1 (hermana)
ayora,2,44,TK 044-02,HD,HD-70,2TTx56,344,6.055,5.991,2.384,55,55,0.032818,0.671952,0.025754,0.066323,3.283,38.5,2.576,3.8,2.042,-0.172,-2.57,HD-67-1,HD-70-1 (hermana)
ayora,2,50,TK 050-02,HD,HD-71,2TTx56,346,5.945,6.009,2.384,55,55,0.061602,1.432915,0.018828,1.103048,6.168,82.1,1.883,63.2,6.109,-1.68,-0.85,HD-68-1,HD-71-1 (hermana)
ayora,2,49,TK 049-02,HD,HD-72,2TTx56,346,5.945,6.009,2.384,55,55,0.077614,1.211259,0.028822,0.31765,7.777,69.4,2.883,18.2,7.279,-0.899,-2.739,HD-68-1,HD-72-1 (hermana)
ayora,2,48,TK 048-02,HD,HD-73,2TTx56,346,5.945,6.009,2.384,55,55,0.042215,0.877901,0.029931,0.450295,4.224,50.3,2.994,25.8,3.252,-1.303,-2.695,HD-69-1,HD-73-1 (hermana)
ayora,2,47,TK 047-02,HD,HD-74,2TTx28,346,5.945,6.009,2.384,55,55,0.030461,0.729548,0.025784,0.493928,3.047,41.8,2.579,28.3,2.032,-1.225,-2.27,HD-70-1,HD-74-1 (hermana)
ayora,2,54,TK 054-02,HD,HD-75,2TTx56,348,6.002,5.991,2.384,55,55,0.035475,1.328196,0.030261,1.286308,3.549,76.1,3.027,73.7,3.446,-2.905,-0.85,HD-75-0 (hermana),HD-80-0
ayora,2,53,TK 053-02,HD,HD-76,2TTx56,348,6.002,5.991,2.384,55,55,0.039969,0.932006,0.028103,5.72468,3.999,53.4,2.811,328,3.21,1.488,-2.385,HD-72-1,HD-81-0
ayora,2,52,TK 052-02,HD,HD-77,2TTx56,348,6.002,5.991,2.384,55,55,0.033008,0.507891,0.029931,6.012659,3.302,29.1,2.994,344.5,1.606,0.801,-2.885,HD-77-0 (hermana),HD-82-0
ayora,2,51,TK 051-02,HD,HD-78,2TTx28,348,6.002,5.991,2.384,55,55,0.027173,0.790634,0.026424,5.522222,2.718,45.3,2.643,316.4,1.931,1.824,-1.913,HD-78-0 (hermana),HD-82-0
ayora,2,58,TK 058-02,HD,HD-79,2TTx42,350,6.038,6.009,2.384,55,55,0.036154,1.305506,0.025245,1.185079,3.617,74.8,2.525,67.9,3.49,-2.34,-0.949,HD-75-1,HD-79-1 (hermana)
ayora,2,57,TK 057-02,HD,HD-80,2TTx56,350,6.038,6.009,2.384,55,55,0.033657,1.040216,0.025365,0.836013,3.367,59.6,2.537,47.9,2.905,-1.882,-1.702,HD-75-1,HD-80-1 (hermana)
ayora,2,56,TK 056-02,HD,HD-81,2TTx56,350,6.038,6.009,2.384,55,55,0.03065,0.202458,0.03065,0.202458,3.066,11.6,3.066,11.6,0.615,-0.615,-3.004,HD-81-0 (hermana),HD-81-1 (hermana)
ayora,2,55,TK 055-02,HD,HD-82,2TTx56,350,6.038,6.009,2.384,55,55,0.023386,0.506145,0.023386,0.506145,2.339,29,2.339,29,1.134,-1.134,-2.045,HD-82-0 (hermana),HD-82-1 (hermana)
ayora,2,62,TK 062-02,HD,HD-83,2TTx42,352,5.999,5.996,2.384,55,55,0.033438,1.216494,0.019198,0.921534,3.345,69.7,1.92,52.8,3.137,-1.529,-1.162,HD-79-1,HD-87-0
ayora,2,61,TK 061-02,HD,HD-84,2TTx56,352,5.999,5.996,2.384,55,55,0.03146,1.068142,0.03089,1.05767,3.147,61.2,3.09,60.6,2.757,-2.693,-1.516,HD-80-1,HD-84-1 (hermana)
ayora,2,60,TK 060-02,HD,HD-85,2TTx56,352,5.999,5.996,2.384,55,55,0.042624,0.794125,0.052711,5.314528,4.265,45.5,5.276,304.5,3.041,4.346,-2.991,HD-81-1,HD-89-0
ayora,2,59,TK 059-02,HD,HD-86,2TTx56,352,5.999,5.996,2.384,55,55,0.025484,0.685914,0.024225,0.619592,2.549,39.3,2.423,35.5,1.613,-1.406,-1.973,HD-82-1,HD-86-1 (hermana)
ayora,2,65,TK 065-02,HD,HD-87,2TTx56,354,6.012,5.996,2.384,55,55,0.044211,1.242674,0.017718,0.633555,4.424,71.2,1.772,36.3,4.187,-1.05,-1.428,HD-84-1,HD-87-1 (hermana)
ayora,2,64,TK 064-02,HD,HD-88,2TTx56,354,6.012,5.996,2.384,55,55,0.070473,1.267109,0.021177,0.106465,7.059,72.6,2.118,6.1,6.737,-0.227,-2.106,HD-85-1,HD-91-0
ayora,2,63,TK 063-02,HD,HD-89,2TTx28,354,6.012,5.996,2.384,55,55,0.05952,0.762709,0.05952,0.762709,5.959,43.7,5.959,43.7,4.118,-4.118,-4.307,HD-89-0 (hermana),HD-89-1 (hermana)
ayora,2,67,TK 067-02,HD,HD-90,2TTx56,356,6.008,6.003,2.384,55,55,0.036704,1.015782,0.026414,0.750492,3.672,58.2,2.642,43,3.121,-1.801,-1.934,HD-87-1,HD-90-1 (hermana)
ayora,2,66,TK 066-02,HD,HD-91,2TTx56,356,6.008,6.003,2.384,55,55,0.031829,1.014036,0.023776,0.785398,3.184,58.1,2.378,45,2.704,-1.682,-1.68,HD-91-0 (hermana),HD-93-0
ayora,2,69,TK 069-02,HD,HD-92,2TTx56,358,5.99,6.008,2.384,55,55,0.033098,0.815069,0.025604,0.479966,3.311,46.7,2.561,27.5,2.408,-1.183,-2.272,HD-90-1,HD-92-1 (hermana)
ayora,2,68,TK 068-02,HD,HD-93,2TTx56,358,5.99,6.008,2.384,55,55,0.041416,1.249656,0.040957,1.246165,4.144,71.6,4.098,71.4,3.932,-3.884,-1.307,HD-93-0 (hermana),HD-94-0
ayora,1,3,TK 003-01,HD,HD-94,2TTx56,360,5.965,6.006,2.384,55,55,0.041197,1.228712,0.020377,0.827286,4.122,70.4,2.038,47.4,3.884,-1.5,-1.38,HD-93-1,HD-94-1 (hermana)
ayora,1,2,TK 002-01,HD,HD-95,2TTx56,360,5.965,6.006,2.384,55,55,0.058882,1.193805,0.026884,0.630064,5.895,68.4,2.689,36.1,5.48,-1.583,-2.173,HD-93-1,HD-98-0
ayora,1,1,TK 001-01,HD,HD-96,2TTx56,360,5.965,6.006,2.384,55,55,0.030441,1.066396,0.015049,6.06851,3.045,61.1,1.505,347.7,2.666,0.322,-1.471,HD-96-0 (hermana),HD-99-0
ayora,1,6,TK 006-01,HD,HD-97,2TTx56,362,6.003,5.984,2.384,55,55,0.026784,1.027999,0.032329,5.153957,2.679,58.9,3.234,295.3,2.293,2.923,-1.385,HD-94-1,HD-100-0
ayora,1,5,TK 005-01,HD,HD-98,2TTx56,362,6.003,5.984,2.384,55,55,0.026114,0.651008,0.023965,0.521853,2.612,37.3,2.397,29.9,1.583,-1.196,-2.078,HD-95-1,HD-98-1 (hermana)
ayora,1,4,TK 004-01,HD,HD-99,2TTx56,362,6.003,5.984,2.384,55,55,0.019198,0.801106,0.017068,0.670206,1.92,45.9,1.707,38.4,1.379,-1.061,-1.337,HD-99-0 (hermana),HD-102-0
ayora,1,9,TK 009-01,HD,HD-100,2TTx56,364,6.045,6,2.384,55,55,0.026364,6.129596,0.027313,5.977753,2.637,351.2,2.732,342.5,-0.405,0.821,-2.606,HD-100-0 (hermana),HD-103-0
ayora,1,8,TK 008-01,HD,HD-101,2TTx56,364,6.045,6,2.384,55,55,0.035565,0.959931,0.025175,0.626573,3.558,55,2.518,35.9,2.915,-1.477,-2.039,HD-98-1,HD-101-1 (hermana)
ayora,1,7,TK 007-01,HD,HD-102,2TTx56,364,6.045,6,2.384,55,55,0.021437,0.829031,0.015989,0.434587,2.144,47.5,1.599,24.9,1.579,-0.674,-1.449,HD-98-1,HD-102-1 (hermana)
ayora,1,12,TK 012-01,HD,HD-103,2TTx56,366,5.953,5.993,2.384,55,55,0.033378,6.257005,0.033378,6.257005,3.339,358.5,3.339,358.5,-0.089,0.089,-3.338,HD-103-0 (hermana),HD-103-1 (hermana)
ayora,1,11,TK 011-01,HD,HD-104,2TTx56,366,5.953,5.993,2.384,55,55,0.031749,0.829031,0.025954,0.598648,3.176,47.5,2.596,34.3,2.342,-1.462,-2.145,HD-101-1,HD-107-0
ayora,1,10,TK 010-01,HD,HD-105,2TTx56,366,5.953,5.993,2.384,55,55,0.023636,1.083849,0.013109,0.565487,2.364,62.1,1.311,32.4,2.088,-0.703,-1.107,HD-102-1,HD-108-0
ayora,1,15,TK 015-01,HD,HD-106,2TTx56,368,6.043,6.003,2.384,55,55,0.036554,0.274017,0.035415,6.171484,3.657,15.7,3.543,353.6,0.988,0.396,-3.521,HD-103-1,HD-106-1 (hermana)
ayora,1,14,TK 014-01,HD,HD-107,2TTx56,368,6.043,6.003,2.384,55,55,0.024655,0.6353,0.020887,0.315905,2.466,36.4,2.089,18.1,1.462,-0.649,-1.986,HD-104-1,HD-107-1 (hermana)
ayora,1,13,TK 013-01,HD,HD-108,2TTx56,368,6.043,6.003,2.384,55,55,0.018028,0.902335,0.018028,0.902335,1.803,51.7,1.803,51.7,1.415,-1.415,-1.118,HD-108-0 (hermana),HD-108-1 (hermana)
ayora,1,18,TK 018-01,HD,HD-109,2TTx56,370,5.946,6.009,2.384,55,55,0.037283,0.029671,0.037323,6.227335,3.73,1.7,3.734,356.8,0.11,0.209,-3.728,HD-109-0 (hermana),HD-112-0
ayora,1,17,TK 017-01,HD,HD-110,2TTx56,370,5.946,6.009,2.384,55,55,0.023326,0.415388,0.021667,6.108652,2.333,23.8,2.167,350,0.943,0.377,-2.134,HD-107-1,HD-110-1 (hermana)
ayora,1,16,TK 016-01,HD,HD-111,2TTx56,370,5.946,6.009,2.384,55,55,0.026284,1.108284,0.011899,0.171042,2.629,63.5,1.19,9.8,2.353,-0.203,-1.172,HD-108-1,HD-111-1 (hermana)
ayora,1,21,TK 021-01,HD,HD-112,2TTx56,372,6.05,5.994,2.384,55,55,0.038351,6.269223,0.03887,6.119124,3.837,359.2,3.889,350.6,-0.051,0.632,-3.837,HD-112-0 (hermana),HD-115-0
ayora,1,20,TK 020-01,HD,HD-113,2TTx56,372,6.05,5.994,2.384,55,55,0.026894,0.570723,0.026084,0.520108,2.69,32.7,2.609,29.8,1.452,-1.297,-2.264,HD-113-0 (hermana),HD-116-0
ayora,1,19,TK 019-01,HD,HD-114,2TTx56,372,6.05,5.994,2.384,55,55,0.014889,0.720821,0.012959,0.528835,1.489,41.3,1.296,30.3,0.982,-0.654,-1.119,HD-111-1,HD-114-1 (hermana)
ayora,1,24,TK 024-01,HD,HD-115,2TTx56,374,5.938,6.009,2.384,55,55,0.040757,6.127851,0.044131,5.860816,4.078,351.1,4.416,335.8,-0.632,1.809,-4.029,HD-112-1,HD-115-1 (hermana)
ayora,1,23,TK 023-01,HD,HD-116,2TTx56,374,5.938,6.009,2.384,55,55,0.028942,0.464258,0.026654,0.240855,2.895,26.6,2.666,13.8,1.297,-0.638,-2.588,HD-113-1,HD-119-0
ayora,1,22,TK 022-01,HD,HD-117,2TTx56,374,5.938,6.009,2.384,55,55,0.020277,1.1397,0.014619,0.951204,2.028,65.3,1.462,54.5,1.842,-1.191,-0.849,HD-117-0 (hermana),HD-120-0
ayora,1,27,TK 027-01,HD,HD-118,2TTx56,376,6.024,5.995,2.384,55,55,0.044171,5.913176,0.046107,5.817182,4.42,338.8,4.614,333.3,-1.6,2.075,-4.121,HD-115-1,HD-118-1 (hermana)
ayora,1,26,TK 026-01,HD,HD-119,2TTx56,376,6.024,5.995,2.384,55,55,0.0314,0.204204,0.034007,5.841617,3.141,11.7,3.402,334.7,0.638,1.455,-3.075,HD-116-1,HD-119-1 (hermana)
ayora,1,25,TK 025-01,HD,HD-120,2TTx56,376,6.024,5.995,2.384,55,55,0.013569,1.069887,0.008,0.619592,1.357,61.3,0.8,35.5,1.191,-0.465,-0.652,HD-117-1,HD-123-0
ayora,1,30,TK 030-01,HD,HD-121,2TTx56,378,5.981,6.017,2.384,55,55,0.029182,5.899213,0.029451,5.878269,2.919,338,2.946,336.8,-1.091,1.162,-2.708,HD-118-1,HD-121-1 (hermana)
ayora,1,29,TK 029-01,HD,HD-122,2TTx42,378,5.981,6.017,2.384,55,55,0.039569,1.08734,0.020267,0.431096,3.959,62.3,2.027,24.7,3.506,-0.848,-1.841,HD-119-1,HD-125-0
ayora,1,28,TK 028-01,HD,HD-123,2TTx56,378,5.981,6.017,2.384,55,55,0.00508,1.986185,0.00269,3.846706,0.508,113.8,0.269,220.4,0.465,0.174,0.205,HD-120-1,HD-126-0
ayora,1,33,TK 033-01,HD,HD-124,2TTx56,380,6.031,6.007,2.384,55,55,0.024455,6.072,0.025055,5.979498,2.446,347.9,2.506,342.6,-0.512,0.748,-2.392,HD-121-1,HD-124-1 (hermana)
ayora,1,32,TK 032-01,HD,HD-125,2TTx42,380,6.031,6.007,2.384,55,55,0.018288,0.651008,0.018288,0.651008,1.829,37.3,1.829,37.3,1.107,-1.107,-1.456,HD-125-0 (hermana),HD-125-1 (hermana)
ayora,1,31,TK 031-01,HD,HD-126,2TTx56,380,6.031,6.007,2.384,55,55,0.00501,3.495894,0.00511,3.544764,0.501,200.3,0.511,203.1,-0.174,0.2,0.47,HD-123-1,HD-126-1 (hermana)
ayora,1,35,TK 035-01,HD,HD-127,2TTx42,382,5.956,5.976,2.384,55,55,0.023226,0.914553,0.017378,0.617847,2.323,52.4,1.738,35.4,1.841,-1.007,-1.416,HD-125-1,HD-127-1 (hermana)
ayora,1,34,TK 034-01,HD,HD-128,2TTx56,382,5.956,5.976,2.384,55,55,0.018198,1.942551,0.00664,3.064798,1.82,111.3,0.664,175.6,1.695,-0.051,0.662,HD-128-0 (hermana),HD-130-0
ayora,1,37,TK 037-01,HD,HD-129,2TTx42,384,6.088,5.991,2.384,55,55,0.030021,1.047198,0.015229,0.167552,3.003,60,1.523,9.6,2.601,-0.254,-1.502,HD-129-0 (hermana),HD-131-0
ayora,1,36,TK 036-01,HD,HD-130,2TTx56,384,6.088,5.991,2.384,55,55,0.025065,1.980949,0.025065,1.980949,2.507,113.5,2.507,113.5,2.299,-2.299,0.999,HD-130-0 (hermana),HD-130-1 (hermana)
ayora,1,39,TK 039-01,HD,HD-131,2TTx56,386,5.931,6.028,2.384,55,55,0.052103,0.541052,0.046047,0.246091,5.215,31,4.608,14.1,2.687,-1.122,-4.47,HD-131-0 (hermana),HD-133-0
ayora,1,38,TK 038-01,HD,HD-132,2TTx56,386,5.931,6.028,2.384,55,55,0.040827,1.391027,0.012589,0.954695,4.085,79.7,1.259,54.7,4.019,-1.027,-0.728,HD-130-1,HD-134-0
ayora,1,41,TK 041-01,HD,HD-133,2TTx56,388,6.006,6.005,2.384,55,55,0.047714,0.251327,0.046407,0.089012,4.775,14.4,4.644,5.1,1.185,-0.411,-4.626,HD-133-0 (hermana),HD-136-0
ayora,1,40,TK 040-01,HD,HD-134,2TTx56,388,6.006,6.005,2.384,55,55,0.01115,1.171116,0.00452,0.289725,1.115,67.1,0.452,16.6,1.027,-0.129,-0.433,HD-132-1,HD-137-0
ayora,1,44,TK 044-01,HD,HD-135,2TTx56,390,5.993,6.009,2.384,55,55,0.03939,0.268781,0.03939,0.268781,3.941,15.4,3.941,15.4,1.045,-1.045,-3.8,HD-135-0 (hermana),HD-135-1 (hermana)
ayora,1,43,TK 043-01,HD,HD-136,2TTx56,390,5.993,6.009,2.384,55,55,0.043303,0.129154,0.043303,0.129154,4.333,7.4,4.333,7.4,0.562,-0.562,-4.296,HD-136-0 (hermana),HD-136-1 (hermana)
ayora,1,42,TK 042-01,HD,HD-137,2TTx56,390,5.993,6.009,2.384,55,55,0.00597,0.42586,0.00597,0.42586,0.597,24.4,0.597,24.4,0.247,-0.247,-0.544,HD-137-0 (hermana),HD-137-1 (hermana)
ayora,1,47,TK 047-01,HD,HD-138,2TTx56,392,5.965,6.008,2.384,55,55,0.043542,0.610865,0.041496,0.537561,4.357,35,4.152,30.8,2.501,-2.124,-3.567,HD-138-0 (hermana),HD-141-0
ayora,1,46,TK 046-01,HD,HD-139,2TTx56,392,5.965,6.008,2.384,55,55,0.04456,0.218166,0.04456,0.218166,4.459,12.5,4.459,12.5,0.965,-0.965,-4.354,HD-139-0 (hermana),HD-139-1 (hermana)
ayora,1,45,TK 045-01,HD,HD-140,2TTx56,392,5.965,6.008,2.384,55,55,0.015209,1.066396,0.00944,0.677188,1.521,61.1,0.944,38.8,1.331,-0.592,-0.736,HD-137-1,HD-140-1 (hermana)
ayora,1,50,TK 050-01,HD,HD-141,2TTx56,394,6.046,5.995,2.384,55,55,0.040568,0.551524,0.037942,0.424115,4.059,31.6,3.796,24.3,2.124,-1.564,-3.459,HD-138-1,HD-141-1 (hermana)
ayora,1,49,TK 049-01,HD,HD-142,2TTx56,394,6.046,5.995,2.384,55,55,0.04478,0.432842,0.043003,0.333358,4.481,24.8,4.303,19.1,1.883,-1.408,-4.066,HD-139-1,HD-145-0
ayora,1,48,TK 048-01,HD,HD-143,2TTx56,394,6.046,5.995,2.384,55,55,0.018308,1.144936,0.00963,0.670206,1.831,65.6,0.963,38.4,1.668,-0.598,-0.755,HD-140-1,HD-146-0
ayora,1,53,TK 053-01,HD,HD-144,2TTx56,396,5.963,6.001,2.384,55,55,0.046377,0.785398,0.037003,0.481711,4.641,45,3.702,27.6,3.283,-1.716,-3.28,HD-141-1,HD-144-1 (hermana)
ayora,1,52,TK 052-01,HD,HD-145,2TTx56,396,5.963,6.001,2.384,55,55,0.042385,0.338594,0.041666,0.284489,4.241,19.4,4.169,16.3,1.408,-1.172,-4.001,HD-142-1,HD-145-1 (hermana)
ayora,1,51,TK 051-01,HD,HD-146,2TTx56,396,5.963,6.001,2.384,55,55,0.016149,1.136209,0.016369,5.139995,1.615,65.1,1.637,294.5,1.465,1.489,-0.679,HD-146-0 (hermana),HD-149-0
ayora,1,56,TK 056-01,HD,HD-147,2TTx56,398,6.011,5.987,2.384,55,55,0.04499,0.76969,0.033118,0.221657,4.502,44.1,3.313,12.7,3.134,-0.727,-3.232,HD-144-1,HD-150-0
