planta,ncu,tcu,tracker,zona,id_levantamiento,tipo,linea,r41033_west_pitch_m,r41106_east_pitch_m,r41035_panel_width_m,r41037_max_west_deg,r41038_max_east_deg,r41098_west_grade_rad,r41100_west_grade_azimuth_rad,r41102_east_grade_rad,r41104_east_grade_azimuth_rad,oeste_vector_pct,oeste_azimut_deg,este_vector_pct,este_azimut_deg,oeste_transv_pct,este_transv_pct,pendiente_longitudinal_pct,oeste_vecina_critica,este_vecina_critica
ayora,3,60,TK 060-03,HD,HD-17,2TTx56,275,2.677,3.322,2.384,55,55,0.044371,1.675516,0.044371,1.675516,4.44,96,4.44,96,4.416,-4.416,0.463,HD-17-0 (hermana),HD-17-1 (hermana)
ayora,3,59,TK 059-03,HD,HD-18,2TTx56,275,2.677,3.322,2.384,55,55,0.046467,1.443387,0.038651,1.417207,4.65,82.7,3.867,81.2,4.611,-3.821,-0.594,HD-18-0 (hermana),HD-20-0
ayora,3,62,TK 062-03,HD,HD-19,2TTx56,279,2.665,3.344,2.384,55,55,0.065685,1.703441,0.037502,1.806416,6.578,97.6,3.752,103.5,6.52,-3.648,0.875,HD-17-1,HD-21-0
ayora,3,61,TK 061-03,HD,HD-20,2TTx56,279,2.665,3.344,2.384,55,55,0.038531,1.438151,0.037423,1.432915,3.855,82.4,3.744,82.1,3.821,-3.709,-0.512,HD-18-1,HD-20-1 (hermana)
ayora,3,64,TK 064-03,HD,HD-21,2TTx56,283,2.708,3.305,2.384,55,55,0.037363,1.790708,0.032069,1.82736,3.738,102.6,3.208,104.7,3.648,-3.103,0.815,HD-19-1,HD-21-1 (hermana)
ayora,3,63,TK 063-03,HD,HD-22,2TTx56,283,2.708,3.305,2.384,55,55,0.045179,1.441642,0.035665,1.406735,4.521,82.6,3.568,80.6,4.483,-3.52,-0.58,HD-20-1,HD-22-1 (hermana)
ayora,3,66,TK 066-03,HD,HD-23,2TTx56,287,2.727,3.283,2.384,55,55,0.03154,1.699951,0.013039,1.890192,3.155,97.4,1.304,108.3,3.128,-1.238,0.408,HD-21-1,HD-25-0
ayora,3,65,TK 065-03,HD,HD-24,2TTx56,287,2.727,3.283,2.384,55,55,0.046097,1.460841,0.029991,1.401499,4.613,83.7,3,80.3,4.585,-2.957,-0.507,HD-22-1,HD-24-1 (hermana)
ayora,2,2,TK 002-02,HD,HD-25,2TTx56,291,2.738,3.279,2.384,55,55,0.018218,1.521927,0.018218,1.521927,1.822,87.2,1.822,87.2,1.82,-1.82,-0.088,HD-25-0 (hermana),HD-25-1 (hermana)
ayora,2,1,TK 001-02,HD,HD-26,2TTx56,291,2.738,3.279,2.384,55,55,0.043413,1.450369,0.043413,1.450369,4.344,83.1,4.344,83.1,4.312,-4.312,-0.519,HD-26-0 (hermana),HD-26-1 (hermana)
ayora,2,4,TK 004-02,HD,HD-27,2TTx56,295,2.697,3.311,2.384,55,55,0.024475,1.317724,0.00796,0.694641,2.448,75.5,0.796,39.8,2.37,-0.509,-0.612,HD-27-0 (hermana),HD-29-0
ayora,2,3,TK 003-02,HD,HD-28,2TTx56,295,2.697,3.311,2.384,55,55,0.055662,1.432915,0.036174,1.357866,5.572,82.1,3.619,77.8,5.519,-3.538,-0.764,HD-28-0 (hermana),HD-30-0
