caso,hora,elev,azimut,torsion,politica,fila,theta_JS,theta_PY,dtheta_con_signo,dPOA,se_movio_fila,se_movio_politica
A,12:00,58.3010,115.1015,0.0000,true3d,4,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,true3d,5,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,mgl,0,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,mgl,1,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,mgl,2,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,mgl,3,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,mgl,4,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,mgl,5,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,optimal,0,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,optimal,1,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,optimal,2,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,optimal,3,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,optimal,4,29.216594,29.216594,0.000000,-5.440062,1,1
A,12:00,58.3010,115.1015,0.0000,optimal,5,29.216594,29.216594,0.000000,-5.440062,1,1
A,16:00,59.9777,241.8260,0.0000,astro,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,astro,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,astro,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,astro,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,astro,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,astro,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,global,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,global,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,global,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,global,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,global,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,global,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,row,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,row,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,row,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,row,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,row,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,row,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,pairwise,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,pairwise,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,pairwise,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,pairwise,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,pairwise,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,pairwise,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,true3d,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,true3d,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,true3d,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,true3d,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,true3d,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,true3d,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,mgl,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,mgl,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,mgl,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,mgl,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,mgl,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,mgl,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,optimal,0,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,optimal,1,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,optimal,2,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,optimal,3,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,optimal,4,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,16:00,59.9777,241.8260,0.0000,optimal,5,-26.994403,-26.994403,0.000000,-5.516893,1,1
A,18:30,32.7454,273.5565,0.0000,astro,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,astro,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,astro,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,astro,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,astro,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,astro,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,global,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,global,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,global,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,global,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,global,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,global,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,row,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,row,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,row,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,row,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,row,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,row,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,pairwise,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,pairwise,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,pairwise,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,pairwise,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,pairwise,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,pairwise,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,true3d,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,true3d,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,true3d,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,true3d,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,true3d,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,true3d,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,mgl,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,mgl,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,mgl,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,mgl,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,mgl,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,mgl,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,optimal,0,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,optimal,1,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,optimal,2,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,optimal,3,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,optimal,4,-55.000000,-55.000000,0.000000,-3.770936,0,0
A,18:30,32.7454,273.5565,0.0000,optimal,5,-55.000000,-55.000000,0.000000,-3.770936,0,0
B,07:30,9.2834,66.7257,7.4367,astro,0,55.000000,55.000000,0.000000,24.834823,0,0
B,07:30,9.2834,66.7257,7.4367,astro,1,55.000000,55.000000,0.000000,24.834823,0,0
B,07:30,9.2834,66.7257,7.4367,astro,2,55.000000,55.000000,0.000000,24.834823,0,0
B,07:30,9.2834,66.7257,7.4367,astro,3,55.000000,55.000000,0.000000,24.834823,0,0
B,07:30,9.2834,66.7257,7.4367,astro,4,55.000000,55.000000,0.000000,24.834823,0,0
B,07:30,9.2834,66.7257,7.4367,astro,5,55.000000,55.000000,0.000000,24.834823,0,0
B,09:00,25.3226,80.2731,7.4367,astro,0,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,astro,1,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,astro,2,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,astro,3,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,astro,4,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,astro,5,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,global,0,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,global,1,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,global,2,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,global,3,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,global,4,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,global,5,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,row,0,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,row,1,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,row,2,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,row,3,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,row,4,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,row,5,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,pairwise,2,55.000000,55.000000,0.000000,-286.388691,0,1
B,09:00,25.3226,80.2731,7.4367,pairwise,5,55.000000,55.000000,0.000000,-286.388691,0,1
B,09:00,25.3226,80.2731,7.4367,true3d,2,55.000000,55.000000,0.000000,-286.388691,0,1
B,09:00,25.3226,80.2731,7.4367,true3d,5,55.000000,55.000000,0.000000,-286.388691,0,1
B,09:00,25.3226,80.2731,7.4367,mgl,2,55.000000,55.000000,0.000000,-286.388691,0,1
B,09:00,25.3226,80.2731,7.4367,mgl,5,55.000000,55.000000,0.000000,-286.388691,0,1
B,09:00,25.3226,80.2731,7.4367,optimal,0,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,optimal,1,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,optimal,2,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,optimal,3,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,optimal,4,55.000000,55.000000,0.000000,-61.472875,0,0
B,09:00,25.3226,80.2731,7.4367,optimal,5,55.000000,55.000000,0.000000,-61.472875,0,0
B,18:30,32.7454,273.5565,7.4367,astro,0,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,astro,1,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,astro,2,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,astro,3,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,astro,4,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,astro,5,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,global,0,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,global,1,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,global,2,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,global,3,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,global,4,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,global,5,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,row,0,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,row,1,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,row,2,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,row,3,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,row,4,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,row,5,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,pairwise,5,-55.000000,-55.000000,0.000000,-428.283221,0,0
B,18:30,32.7454,273.5565,7.4367,mgl,5,-55.000000,-55.000000,0.000000,-428.283221,0,0
B,18:30,32.7454,273.5565,7.4367,optimal,0,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,optimal,1,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,optimal,2,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,optimal,3,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,optimal,4,-55.000000,-55.000000,0.000000,-161.169833,0,0
B,18:30,32.7454,273.5565,7.4367,optimal,5,-55.000000,-55.000000,0.000000,-161.169833,0,0
