cfg,nombre,dia,minZ,elev,az,torsion_max,mv,fs_min_criba,theta_fs_min,hay_cero
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1160,53.1829,252.8767,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1180,48.6031,253.1691,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1200,44.0199,253.1917,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1220,39.4393,253.0053,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1240,34.8660,252.6483,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1260,30.3044,252.1454,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1280,25.7587,251.5118,0.0000,17,0.000000e+0,-55,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1300,21.2337,250.7559,0.0000,17,0.000000e+0,-41.5,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1320,16.7351,249.8813,0.0000,17,0.000000e+0,-27,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1340,12.2712,248.8874,0.0000,17,0.000000e+0,-17.5,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1360,7.8581,247.7702,0.0000,17,0.000000e+0,-9,1
0,"Arequipa · llano · N-S constante -6° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1380,3.5464,246.5223,0.0000,33,0.000000e+0,-1.5,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,700,4.7742,63.8712,0.0000,33,0.000000e+0,-3,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,720,8.9729,62.1856,0.0000,17,0.000000e+0,-17.5,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,740,13.1432,60.3097,0.0000,17,0.000000e+0,-35,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,760,17.2453,58.2184,0.0000,17,0.000000e+0,-54,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,780,21.2561,55.8815,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,800,25.1539,53.2637,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,820,28.9146,50.3241,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.5098,47.0168,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,860,35.9052,43.2920,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,880,39.0602,39.0991,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,900,41.9268,34.3923,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,920,44.4499,29.1395,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,940,46.5693,23.3352,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,960,48.2231,17.0150,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,980,49.3544,10.2679,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1000,49.9185,3.2390,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1020,49.8916,356.1171,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1040,49.2748,349.1064,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.0942,342.3928,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1080,46.3957,336.1165,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1100,44.2372,330.3613,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1120,41.6806,325.1587,0.0000,17,0.000000e+0,-55,1
