cfg,nombre,dia,minZ,elev,mv,intervalos_fs0,n_cruces,theta_poa_max,fs_en_theta_max,poa_max_Wm2,n_pares_contraejemplo
38,"Arequipa · ondulado 0.6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,800,34.565,17,"-55…55",0,55,0.000000e+0,1004.3265,0
38,"Arequipa · ondulado 0.6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-dic,820,46.128,17,"-55…55",0,44.75,0.000000e+0,1122.2169,0
38,"Arequipa · ondulado 0.6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-dic,840,50.710,17,"-55…55",0,40,0.000000e+0,1127.9838,0
38,"Arequipa · ondulado 0.6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,17,"-55…55",0,-23.5,0.000000e+0,1164.5456,0
38,"Arequipa · ondulado 0.6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-dic,1120,62.297,17,"-55…55",0,-28.25,0.000000e+0,1158.2427,0
38,"Arequipa · ondulado 0.6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-dic,1180,48.603,17,"-55…55",0,-42.5,0.000000e+0,1133.5206,0
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-jun,760,17.245,17,"-36.25…-7",2,55,6.944951e-1,367.8952,172
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-jun,940,46.569,17,"-55…55",0,22.5,0.000000e+0,841.3386,0
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-mar,820,39.221,17,"-55…55",0,52,0.000000e+0,1052.7639,0
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-mar,840,43.826,17,"-55…55",0,47.25,0.000000e+0,1074.9827,0
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-mar,1260,27.141,17,"21.75…34",2,-55,8.896754e-1,651.7287,222
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-dic,1080,71.222,17,"-55…55",0,-19,0.000000e+0,1149.9262,0
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-dic,1200,44.020,17,"-3…55",1,-48.75,2.547047e-1,930.3859,207
39,"Arequipa · ondulado 2 · N-S constante -3° · mono · alineadas ×1 · 6 filas · az 0°",21-dic,1220,39.439,17,"9.5…55",1,-53,4.857631e-1,898.6346,257
