bloque,cfg,nombre,dia,minZ,elev,unidad_o_pareja,bisection_deg,barrido_fino_deg,delta_deg,cruces
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-jun,1020,27.173,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,580,36.634,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,600,19.230,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-dic,640,22.356,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,620,20.929,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,700,24.835,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-dic,720,25.020,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,480,36.473,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-jun,760,70.452,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-mar,600,39.364,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,680,24.323,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,24,"Zaragoza · llano · N-S aleatorio 3° · bifila · tresbolillo ×2 · 10 filas · az 0°",21-dic,720,25.020,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-jun,880,53.076,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-jun,880,53.076,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-jun,880,53.076,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-jun,880,53.076,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-jun,880,53.076,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-mar,960,24.086,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-mar,960,24.086,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-mar,960,24.086,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-mar,960,24.086,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,25,"Zaragoza · cresta 1 · N-S quebrado 4° · quebrado · medios ×1 · 6 filas · az 15°",21-mar,960,24.086,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-jun,800,66.059,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,720,48.724,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,26,"Zaragoza · llano · N-S aleatorio 6° · quebrado · bagnarelli ×1 · 8 filas · az 0°",21-mar,780,47.306,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-jun,1160,35.607,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-jun,1160,35.607,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-jun,1160,35.607,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-jun,1160,35.607,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-jun,1160,35.607,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-mar,700,10.908,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,27,"Arequipa · ondulado 0.6 · N-S constante -6° · mono · tresbolillo ×1 · 6 filas · az 0°",21-mar,700,10.908,pareja 4,55.000000,55.000000,0.00000000,0
