bloque,cfg,nombre,dia,minZ,elev,unidad_o_pareja,bisection_deg,barrido_fino_deg,delta_deg,cruces
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,940,27.476,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,560,15.099,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,560,15.099,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,560,15.099,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,560,15.099,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,580,17.279,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,580,17.279,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,580,17.279,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,580,17.279,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,840,32.510,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,1100,66.799,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,940,46.569,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,940,46.569,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,940,46.569,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,940,46.569,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,940,46.569,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,1160,35.607,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,1160,35.607,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,1160,35.607,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,1160,35.607,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-jun,1160,35.607,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-dic,1200,44.020,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-dic,1200,44.020,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-dic,1200,44.020,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-dic,1200,44.020,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,3,"Arequipa · cresta 1 · N-S aleatorio 3° · quebrado · alineadas ×2 · 6 filas · az 0°",21-dic,1200,44.020,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-jun,1240,20.897,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,900,57.102,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,960,68.356,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1040,71.829,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,780,36.968,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-dic,1300,21.234,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-mar,840,41.965,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 3,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 4,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 5,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 6,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 7,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-jun,880,39.060,pareja 8,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,860,55.286,pareja 0,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,860,55.286,pareja 1,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,860,55.286,pareja 2,55.000000,55.000000,0.00000000,0
bt3dPairMaxMag,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,860,55.286,pareja 3,55.000000,55.000000,0.00000000,0
