cfg,nombre,dia,minZ,elev,az,torsion_max,mv,fs_min_criba,theta_fs_min,hay_cero
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,920,45.7905,261.4251,0.0000,17,0.000000e+0,-55,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,940,42.0789,265.1644,0.0000,17,0.000000e+0,-55,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,960,38.3476,268.6535,0.0000,17,0.000000e+0,-55,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,980,34.6113,271.9575,0.0000,17,0.000000e+0,-55,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1000,30.8827,275.1277,0.0000,17,0.000000e+0,-31.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1020,27.1731,278.2058,0.0000,17,0.000000e+0,-18.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1040,23.4930,281.2261,0.0000,17,0.000000e+0,-9.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1060,19.8529,284.2181,0.0000,17,0.000000e+0,-2.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1080,16.2635,287.2075,0.0000,17,0.000000e+0,4,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1100,12.7372,290.2173,0.0000,17,0.000000e+0,9.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1120,9.2889,293.2684,0.0000,17,0.000000e+0,3,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1140,5.9421,296.3805,0.0000,33,0.000000e+0,-7,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,1160,2.7509,299.5720,0.0000,33,0.000000e+0,-0.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,380,2.2529,91.3999,0.0000,33,0.000000e+0,-9.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,400,5.8504,94.7292,0.0000,33,0.000000e+0,-17.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,420,9.5200,98.1006,0.0000,17,0.000000e+0,-14.5,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,440,13.1842,101.5436,0.0000,17,0.000000e+0,-17,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,460,16.8132,105.0894,0.0000,17,0.000000e+0,-31,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,480,20.3859,108.7709,0.0000,17,0.000000e+0,-45,1
1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,500,23.8823,112.6235,0.0000,17,0.000000e+0,-55,1
