2026-08-07 07:22:44;Requesting safe position 1, wind_from_east: 0, for TCU 4. Reason: Request from group
2026-08-07 07:22:44;Position 1 enabled for group 4 by "admin (Administrator)" from the web interface
2026-08-07 07:22:44;Requesting safe position 1, wind_from_east: 0, for TCU 5. Reason: Request from group
2026-08-07 07:22:45;Requesting safe position 1, wind_from_east: 0, for TCU 6. Reason: Request from group
2026-08-07 07:22:45;Requesting safe position 1, wind_from_east: 0, for TCU 7. Reason: Request from group
2026-08-07 07:22:45;Requesting safe position 1, wind_from_east: 0, for TCU 8. Reason: Request from group
2026-08-07 07:22:46;Requesting safe position 1, wind_from_east: 0, for TCU 9. Reason: Request from group
2026-08-07 07:22:46;Requesting safe position 1, wind_from_east: 0, for TCU 10. Reason: Request from group
2026-08-07 07:22:46;Position 1 enabled for group 5 by "admin (Administrator)" from the web interface
2026-08-07 07:22:47;Requesting safe position 1, wind_from_east: 0, for TCU 12. Reason: Request from group
2026-08-07 07:22:48;Position 1 enabled for group 6 by "admin (Administrator)" from the web interface
2026-08-07 07:22:48;Requesting safe position 1, wind_from_east: 0, for TCU 13. Reason: Request from group
2026-08-07 07:22:48;Requesting safe position 1, wind_from_east: 0, for TCU 14. Reason: Request from group
2026-08-07 07:22:48;Requesting safe position 1, wind_from_east: 0, for TCU 15. Reason: Request from group
2026-08-07 07:22:49;Requesting safe position 1, wind_from_east: 0, for TCU 16. Reason: Request from group
2026-08-07 07:22:49;Requesting safe position 1, wind_from_east: 0, for TCU 17. Reason: Request from group
2026-08-07 07:22:49;Requesting safe position 1, wind_from_east: 0, for TCU 18. Reason: Request from group
2026-08-07 07:22:49;Position 1 enabled for group 7 by "admin (Administrator)" from the web interface
2026-08-07 07:22:50;Requesting safe position 1, wind_from_east: 0, for TCU 19. Reason: Request from group
2026-08-07 07:22:50;Requesting safe position 1, wind_from_east: 0, for TCU 20. Reason: Request from group
2026-08-07 07:22:50;Requesting safe position 1, wind_from_east: 0, for TCU 21. Reason: Request from group
2026-08-07 07:22:50;Requesting safe position 1, wind_from_east: 0, for TCU 22. Reason: Request from group
2026-08-07 07:22:51;Requesting safe position 1, wind_from_east: 0, for TCU 23. Reason: Request from group
2026-08-07 07:22:51;Requesting safe position 1, wind_from_east: 0, for TCU 24. Reason: Request from group
2026-08-07 07:22:51;Requesting safe position 1, wind_from_east: 0, for TCU 25. Reason: Request from group
2026-08-07 07:22:51;Position 1 enabled for group 8 by "admin (Administrator)" from the web interface
2026-08-07 07:22:51;Requesting safe position 1, wind_from_east: 0, for TCU 26. Reason: Request from group
2026-08-07 07:22:52;Requesting safe position 1, wind_from_east: 0, for TCU 27. Reason: Request from group
2026-08-07 07:22:52;Requesting safe position 1, wind_from_east: 0, for TCU 28. Reason: Request from group
2026-08-07 07:22:52;Requesting safe position 1, wind_from_east: 0, for TCU 29. Reason: Request from group
2026-08-07 07:22:52;Requesting safe position 1, wind_from_east: 0, for TCU 30. Reason: Request from group
2026-08-07 07:22:53;Position 1 enabled for group 9 by "admin (Administrator)" from the web interface
2026-08-07 07:22:53;Requesting safe position 1, wind_from_east: 0, for TCU 31. Reason: Request from group
2026-08-07 07:22:53;Requesting safe position 1, wind_from_east: 0, for TCU 32. Reason: Request from group
2026-08-07 07:22:53;Requesting safe position 1, wind_from_east: 0, for TCU 33. Reason: Request from group
2026-08-07 07:22:54;Requesting safe position 1, wind_from_east: 0, for TCU 34. Reason: Request from group
2026-08-07 07:22:54;Requesting safe position 1, wind_from_east: 0, for TCU 35. Reason: Request from group
2026-08-07 07:22:54;Requesting safe position 1, wind_from_east: 0, for TCU 36. Reason: Request from group
2026-08-07 07:22:55;Requesting safe position 1, wind_from_east: 0, for TCU 37. Reason: Request from group
2026-08-07 07:22:55;Requesting safe position 1, wind_from_east: 0, for TCU 38. Reason: Request from group
2026-08-07 07:22:55;Requesting safe position 1, wind_from_east: 0, for TCU 39. Reason: Request from group
2026-08-07 07:22:56;Requesting safe position 1, wind_from_east: 0, for TCU 40. Reason: Request from group
2026-08-07 07:22:56;Requesting safe position 1, wind_from_east: 0, for TCU 41. Reason: Request from group
2026-08-07 07:22:56;Position 1 enabled for group 10 by "admin (Administrator)" from the web interface
2026-08-07 07:22:56;Requesting safe position 1, wind_from_east: 0, for TCU 42. Reason: Request from group
2026-08-07 07:22:57;Requesting safe position 1, wind_from_east: 0, for TCU 43. Reason: Request from group
2026-08-07 07:22:57;Requesting safe position 1, wind_from_east: 0, for TCU 44. Reason: Request from group
2026-08-07 07:22:57;Requesting safe position 1, wind_from_east: 0, for TCU 45. Reason: Request from group
2026-08-07 07:22:58;Requesting safe position 1, wind_from_east: 0, for TCU 46. Reason: Request from group
2026-08-07 07:22:58;Requesting safe position 1, wind_from_east: 0, for TCU 47. Reason: Request from group
2026-08-07 07:23:01;Requesting safe position 1, wind_from_east: 0, for TCU 50. Reason: Request from group
2026-08-07 07:23:01;Requesting safe position 1, wind_from_east: 0, for TCU 51. Reason: Request from group
2026-08-07 07:23:01;Requesting safe position 1, wind_from_east: 0, for TCU 52. Reason: Request from group
2026-08-07 07:23:02;Requesting safe position 1, wind_from_east: 0, for TCU 53. Reason: Request from group
2026-08-07 07:47:18;Position null enabled for group 1 by "admin (Administrator)" from the web interface
2026-08-07 07:47:18;Requesting safe position 0, wind_from_east: 0, for TCU 1. Reason: Default choice
2026-08-07 07:47:18;Requesting safe position 0, wind_from_east: 0, for TCU 2. Reason: Default choice
2026-08-07 07:47:19;Requesting safe position 0, wind_from_east: 0, for TCU 3. Reason: Default choice
2026-08-07 07:47:19;Requesting safe position 0, wind_from_east: 0, for TCU 4. Reason: Default choice
2026-08-07 07:47:19;Requesting safe position 0, wind_from_east: 0, for TCU 5. Reason: Default choice
2026-08-07 07:47:20;Requesting safe position 0, wind_from_east: 0, for TCU 6. Reason: Default choice
