node_id,lat,lon,etiqueta,rol,ncu,gw
TCU_SUNNER_ID_052,42.321171,-5.601623,TK052,TCU,3,2
TCU_SUNNER_ID_053,42.32061,-5.6016,TK053,TCU,3,2
TCU_SUNNER_ID_054,42.321173,-5.601539,TK054,TCU,3,2
TCU_SUNNER_ID_055,42.320612,-5.601515,TK055,TCU,3,2
TCU_SUNNER_ID_056,42.321175,-5.601454,TK056,TCU,3,2
TCU_SUNNER_ID_057,42.320614,-5.601431,TK057,TCU,3,2
TCU_SUNNER_ID_058,42.320052,-5.601407,TK058,TCU,3,2
TCU_SUNNER_ID_059,42.321177,-5.601369,TK059,TCU,3,2
TCU_SUNNER_ID_060,42.320616,-5.601346,TK060,TCU,3,2
TCU_SUNNER_ID_061,42.320054,-5.601323,TK061,TCU,3,2
TCU_SUNNER_ID_062,42.321179,-5.601284,TK062,TCU,3,2
TCU_SUNNER_ID_063,42.320618,-5.601261,TK063,TCU,3,2
TCU_SUNNER_ID_064,42.320056,-5.601238,TK064,TCU,3,2
TCU_SUNNER_ID_065,42.321181,-5.601199,TK065,TCU,3,2
TCU_SUNNER_ID_066,42.320619,-5.601176,TK066,TCU,3,2
TCU_SUNNER_ID_067,42.320058,-5.601153,TK067,TCU,3,2
TCU_SUNNER_ID_068,42.321183,-5.601114,TK068,TCU,3,2
TCU_SUNNER_ID_069,42.320621,-5.601091,TK069,TCU,3,2
TCU_SUNNER_ID_070,42.32006,-5.601068,TK070,TCU,3,2
TCU_SUNNER_ID_071,42.321185,-5.601029,TK071,TCU,3,2
TCU_SUNNER_ID_072,42.320623,-5.601006,TK072,TCU,3,2
TCU_SUNNER_ID_073,42.320062,-5.600983,TK073,TCU,3,2
TCU_SUNNER_ID_074,42.321187,-5.600944,TK074,TCU,3,2
TCU_SUNNER_ID_075,42.320625,-5.600921,TK075,TCU,3,2
TCU_SUNNER_ID_076,42.320064,-5.600898,TK076,TCU,3,2
TCU_SUNNER_ID_077,42.321189,-5.60086,TK077,TCU,3,2
TCU_SUNNER_ID_078,42.320627,-5.600836,TK078,TCU,3,2
TCU_SUNNER_ID_079,42.320066,-5.600813,TK079,TCU,3,2
TCU_SUNNER_ID_080,42.321191,-5.600775,TK080,TCU,3,2
TCU_SUNNER_ID_081,42.320629,-5.600752,TK081,TCU,3,2
TCU_SUNNER_ID_082,42.320068,-5.600728,TK082,TCU,3,2
TCU_SUNNER_ID_083,42.321192,-5.60069,TK083,TCU,3,2
TCU_SUNNER_ID_084,42.320631,-5.600667,TK084,TCU,3,2
TCU_SUNNER_ID_085,42.32007,-5.600644,TK085,TCU,3,2
TCU_SUNNER_ID_086,42.321194,-5.600605,TK086,TCU,3,2
TCU_SUNNER_ID_087,42.320633,-5.600582,TK087,TCU,3,2
TCU_SUNNER_ID_088,42.320071,-5.600559,TK088,TCU,3,2
TCU_SUNNER_ID_089,42.321196,-5.60052,TK089,TCU,3,2
TCU_SUNNER_ID_090,42.320635,-5.600497,TK090,TCU,3,2
TCU_SUNNER_ID_091,42.320073,-5.600474,TK091,TCU,3,2
TCU_SUNNER_ID_092,42.321198,-5.600435,TK092,TCU,3,2
TCU_SUNNER_ID_093,42.320637,-5.600412,TK093,TCU,3,2
TCU_SUNNER_ID_094,42.320075,-5.600389,TK094,TCU,3,2
TCU_SUNNER_ID_095,42.3212,-5.60035,TK095,TCU,3,2
TCU_SUNNER_ID_096,42.320639,-5.600327,TK096,TCU,3,2
TCU_SUNNER_ID_097,42.320077,-5.600304,TK097,TCU,3,2
TCU_SUNNER_ID_098,42.321202,-5.600266,TK098,TCU,3,2
TCU_SUNNER_ID_099,42.320641,-5.600242,TK099,TCU,3,2
TCU_SUNNER_ID_100,42.320079,-5.600219,TK100,TCU,3,2
TCU_SUNNER_ID_101,42.321204,-5.600181,TK101,TCU,3,2
TCU_SUNNER_ID_102,42.320643,-5.600158,TK102,TCU,3,2
TCU_SUNNER_ID_103,42.320081,-5.600134,TK103,TCU,3,2
TCU_SUNNER_ID_104,42.321206,-5.600096,TK104,TCU,3,2
TCU_SUNNER_ID_105,42.320644,-5.600073,TK105,TCU,3,2
TCU_SUNNER_ID_106,42.320083,-5.60005,TK106,TCU,3,2
TCU_SUNNER_ID_107,42.320646,-5.599988,TK107,TCU,3,2
TCU_SUNNER_ID_108,42.320085,-5.599965,TK108,TCU,3,2
TCU_SUNNER_ID_109,42.320648,-5.599903,TK109,TCU,3,2
TCU_SUNNER_ID_110,42.320087,-5.59988,TK110,TCU,3,2
TCU_SUNNER_ID_111,42.32065,-5.599818,TK111,TCU,3,2
TCU_SUNNER_ID_112,42.320089,-5.599795,TK112,TCU,3,2
TCU_SUNNER_ID_113,42.320652,-5.599733,TK113,TCU,3,2
TCU_SUNNER_ID_114,42.320091,-5.59971,TK114,TCU,3,2
TCU_SUNNER_ID_115,42.320654,-5.599648,TK115,TCU,3,2
TCU_SUNNER_ID_116,42.320093,-5.599625,TK116,TCU,3,2
TCU_SUNNER_ID_117,42.320656,-5.599564,TK117,TCU,3,2
TCU_SUNNER_ID_118,42.320095,-5.59954,TK118,TCU,3,2
TCU_SUNNER_ID_119,42.320658,-5.599479,TK119,TCU,3,2
TCU_SUNNER_ID_120,42.320096,-5.599456,TK120,TCU,3,2
