node_id,lat,lon,etiqueta,rol,enlace,ncu,gw
TCU_SUNNER_ID_001,42.319331,-5.603416,TK001,TCU,radio,4,1
TCU_SUNNER_ID_002,42.319333,-5.603331,TK002,TCU,radio,4,1
TCU_SUNNER_ID_003,42.319334,-5.603246,TK003,TCU,radio,4,1
TCU_SUNNER_ID_004,42.319336,-5.603162,TK004,TCU,radio,4,1
TCU_SUNNER_ID_005,42.319338,-5.603077,TK005,TCU,radio,4,1
TCU_SUNNER_ID_006,42.31934,-5.602992,TK006,TCU,radio,4,1
TCU_SUNNER_ID_007,42.318795,-5.602897,TK007,TCU,radio,4,1
TCU_SUNNER_ID_008,42.319342,-5.602907,TK008,TCU,radio,4,1
TCU_SUNNER_ID_009,42.318797,-5.602812,TK009,TCU,radio,4,1
TCU_SUNNER_ID_010,42.319344,-5.602822,TK010,TCU,radio,4,1
TCU_SUNNER_ID_011,42.318799,-5.602727,TK011,TCU,radio,4,1
TCU_SUNNER_ID_012,42.319346,-5.602737,TK012,TCU,radio,4,1
TCU_SUNNER_ID_013,42.318801,-5.602642,TK013,TCU,radio,4,1
TCU_SUNNER_ID_014,42.319348,-5.602652,TK014,TCU,radio,4,1
TCU_SUNNER_ID_015,42.318803,-5.602557,TK015,TCU,radio,4,1
TCU_SUNNER_ID_016,42.31935,-5.602568,TK016,TCU,radio,4,1
TCU_SUNNER_ID_017,42.318805,-5.602472,TK017,TCU,radio,4,1
TCU_SUNNER_ID_018,42.319352,-5.602483,TK018,TCU,radio,4,1
TCU_SUNNER_ID_019,42.318807,-5.602387,TK019,TCU,radio,4,1
TCU_SUNNER_ID_020,42.319354,-5.602398,TK020,TCU,radio,4,1
TCU_SUNNER_ID_021,42.318809,-5.602303,TK021,TCU,radio,4,1
TCU_SUNNER_ID_022,42.319356,-5.602313,TK022,TCU,radio,4,1
TCU_SUNNER_ID_023,42.318811,-5.602218,TK023,TCU,radio,4,1
TCU_SUNNER_ID_024,42.319358,-5.602228,TK024,TCU,radio,4,1
TCU_SUNNER_ID_025,42.318813,-5.602133,TK025,TCU,radio,4,1
TCU_SUNNER_ID_026,42.31936,-5.602143,TK026,TCU,radio,4,1
TCU_SUNNER_ID_027,42.318815,-5.602048,TK027,TCU,radio,4,1
TCU_SUNNER_ID_028,42.319361,-5.602058,TK028,TCU,radio,4,1
TCU_SUNNER_ID_029,42.318816,-5.601963,TK029,TCU,radio,4,1
TCU_SUNNER_ID_030,42.319363,-5.601974,TK030,TCU,radio,4,1
TCU_SUNNER_ID_031,42.318818,-5.601878,TK031,TCU,radio,4,1
TCU_SUNNER_ID_032,42.319365,-5.601889,TK032,TCU,radio,4,1
TCU_SUNNER_ID_033,42.31882,-5.601793,TK033,TCU,radio,4,1
TCU_SUNNER_ID_034,42.319367,-5.601804,TK034,TCU,radio,4,1
TCU_SUNNER_ID_035,42.318822,-5.601709,TK035,TCU,radio,4,1
TCU_SUNNER_ID_036,42.319369,-5.601719,TK036,TCU,radio,4,1
TCU_SUNNER_ID_037,42.318824,-5.601624,TK037,TCU,radio,4,1
TCU_SUNNER_ID_038,42.319371,-5.601634,TK038,TCU,radio,4,1
TCU_SUNNER_ID_039,42.318826,-5.601539,TK039,TCU,radio,4,1
TCU_SUNNER_ID_040,42.319373,-5.601549,TK040,TCU,radio,4,1
TCU_SUNNER_ID_041,42.318828,-5.601454,TK041,TCU,radio,4,1
TCU_SUNNER_ID_042,42.319375,-5.601464,TK042,TCU,radio,4,1
TCU_SUNNER_ID_043,42.31883,-5.601369,TK043,TCU,radio,4,1
TCU_SUNNER_ID_044,42.319377,-5.60138,TK044,TCU,radio,4,1
TCU_SUNNER_ID_045,42.318832,-5.601284,TK045,TCU,radio,4,1
TCU_SUNNER_ID_046,42.319379,-5.601295,TK046,TCU,radio,4,1
TCU_SUNNER_ID_047,42.318834,-5.601199,TK047,TCU,radio,4,1
TCU_SUNNER_ID_048,42.319381,-5.60121,TK048,TCU,radio,4,1
