node_id,lat,lon,etiqueta,ncu,gw
TCU_SUNNER_ID_080,42.322382,-5.597802,TK080,1,2
TCU_SUNNER_ID_081,42.321821,-5.597779,TK081,1,2
TCU_SUNNER_ID_082,42.322384,-5.597717,TK082,1,2
TCU_SUNNER_ID_083,42.321822,-5.597694,TK083,1,2
TCU_SUNNER_ID_084,42.322386,-5.597633,TK084,1,2
TCU_SUNNER_ID_085,42.321824,-5.597609,TK085,1,2
TCU_SUNNER_ID_086,42.321263,-5.597586,TK086,1,2
TCU_SUNNER_ID_087,42.322388,-5.597548,TK087,1,2
TCU_SUNNER_ID_088,42.321826,-5.597525,TK088,1,2
TCU_SUNNER_ID_089,42.321265,-5.597501,TK089,1,2
TCU_SUNNER_ID_090,42.32239,-5.597463,TK090,1,2
TCU_SUNNER_ID_091,42.321828,-5.59744,TK091,1,2
TCU_SUNNER_ID_092,42.321267,-5.597417,TK092,1,2
TCU_SUNNER_ID_093,42.322392,-5.597378,TK093,1,2
TCU_SUNNER_ID_094,42.32183,-5.597355,TK094,1,2
TCU_SUNNER_ID_095,42.321269,-5.597332,TK095,1,2
TCU_SUNNER_ID_096,42.322394,-5.597293,TK096,1,2
TCU_SUNNER_ID_097,42.321832,-5.59727,TK097,1,2
TCU_SUNNER_ID_098,42.321271,-5.597247,TK098,1,2
TCU_SUNNER_ID_099,42.322396,-5.597208,TK099,1,2
TCU_SUNNER_ID_100,42.321834,-5.597185,TK100,1,2
TCU_SUNNER_ID_101,42.321273,-5.597162,TK101,1,2
TCU_SUNNER_ID_102,42.322397,-5.597123,TK102,1,2
TCU_SUNNER_ID_103,42.321836,-5.5971,TK103,1,2
TCU_SUNNER_ID_104,42.321274,-5.597077,TK104,1,2
TCU_SUNNER_ID_105,42.322399,-5.597038,TK105,1,2
TCU_SUNNER_ID_106,42.321838,-5.597015,TK106,1,2
TCU_SUNNER_ID_107,42.321276,-5.596992,TK107,1,2
TCU_SUNNER_ID_108,42.322401,-5.596954,TK108,1,2
TCU_SUNNER_ID_109,42.32184,-5.59693,TK109,1,2
TCU_SUNNER_ID_110,42.321278,-5.596907,TK110,1,2
TCU_SUNNER_ID_111,42.322403,-5.596869,TK111,1,2
TCU_SUNNER_ID_112,42.321842,-5.596846,TK112,1,2
TCU_SUNNER_ID_113,42.32128,-5.596822,TK113,1,2
TCU_SUNNER_ID_114,42.322405,-5.596784,TK114,1,2
TCU_SUNNER_ID_115,42.321844,-5.596761,TK115,1,2
TCU_SUNNER_ID_116,42.321282,-5.596738,TK116,1,2
TCU_SUNNER_ID_117,42.322407,-5.596699,TK117,1,2
TCU_SUNNER_ID_118,42.321846,-5.596676,TK118,1,2
TCU_SUNNER_ID_119,42.321284,-5.596653,TK119,1,2
TCU_SUNNER_ID_120,42.322409,-5.596614,TK120,1,2
