node_id,lat,lon,etiqueta,rol,enlace,ncu,gw,esclavo
TCU_SUNNER_ID_001,42.320549,-5.599282,TK001,TCU,radio,2,1,1
TCU_SUNNER_ID_002,42.319987,-5.599259,TK002,TCU,radio,2,1,2
TCU_SUNNER_ID_003,42.319429,-5.599236,TK003,TCU,radio,2,1,3
TCU_SUNNER_ID_004,42.320551,-5.599197,TK004,TCU,radio,2,1,4
TCU_SUNNER_ID_005,42.319989,-5.599174,TK005,TCU,radio,2,1,5
TCU_SUNNER_ID_006,42.319431,-5.599151,TK006,TCU,radio,2,1,6
TCU_SUNNER_ID_007,42.320553,-5.599112,TK007,TCU,radio,2,1,7
TCU_SUNNER_ID_008,42.319991,-5.599089,TK008,TCU,radio,2,1,8
TCU_SUNNER_ID_009,42.319433,-5.599066,TK009,TCU,radio,2,1,9
TCU_SUNNER_ID_010,42.320555,-5.599027,TK010,TCU,radio,2,1,10
TCU_SUNNER_ID_011,42.319993,-5.599004,TK011,TCU,radio,2,1,11
TCU_SUNNER_ID_012,42.319435,-5.598981,TK012,TCU,radio,2,1,12
TCU_SUNNER_ID_013,42.320557,-5.598943,TK013,TCU,radio,2,1,13
TCU_SUNNER_ID_014,42.319995,-5.598919,TK014,TCU,radio,2,1,14
TCU_SUNNER_ID_015,42.319437,-5.598897,TK015,TCU,radio,2,1,15
TCU_SUNNER_ID_016,42.320559,-5.598858,TK016,TCU,radio,2,1,16
TCU_SUNNER_ID_017,42.319997,-5.598835,TK017,TCU,radio,2,1,17
TCU_SUNNER_ID_018,42.319439,-5.598812,TK018,TCU,radio,2,1,18
TCU_SUNNER_ID_019,42.320561,-5.598773,TK019,TCU,radio,2,1,19
TCU_SUNNER_ID_020,42.319999,-5.59875,TK020,TCU,radio,2,1,20
TCU_SUNNER_ID_021,42.319441,-5.598727,TK021,TCU,radio,2,1,21
TCU_SUNNER_ID_022,42.320562,-5.598688,TK022,TCU,radio,2,1,22
TCU_SUNNER_ID_023,42.320001,-5.598665,TK023,TCU,radio,2,1,23
TCU_SUNNER_ID_024,42.319443,-5.598642,TK024,TCU,radio,2,1,24
TCU_SUNNER_ID_025,42.320564,-5.598603,TK025,TCU,radio,2,1,25
TCU_SUNNER_ID_026,42.320003,-5.59858,TK026,TCU,radio,2,1,26
TCU_SUNNER_ID_027,42.319445,-5.598557,TK027,TCU,radio,2,1,27
TCU_SUNNER_ID_028,42.320566,-5.598518,TK028,TCU,radio,2,1,28
TCU_SUNNER_ID_029,42.320005,-5.598495,TK029,TCU,radio,2,1,29
TCU_SUNNER_ID_030,42.319446,-5.598472,TK030,TCU,radio,2,1,30
TCU_SUNNER_ID_031,42.320568,-5.598433,TK031,TCU,radio,2,1,31
TCU_SUNNER_ID_032,42.320007,-5.59841,TK032,TCU,radio,2,1,32
TCU_SUNNER_ID_033,42.319448,-5.598387,TK033,TCU,radio,2,1,33
TCU_SUNNER_ID_034,42.32057,-5.598349,TK034,TCU,radio,2,1,34
TCU_SUNNER_ID_035,42.320009,-5.598325,TK035,TCU,radio,2,1,35
TCU_SUNNER_ID_036,42.31945,-5.598302,TK036,TCU,radio,2,1,36
TCU_SUNNER_ID_037,42.320572,-5.598264,TK037,TCU,radio,2,1,37
TCU_SUNNER_ID_038,42.320011,-5.598241,TK038,TCU,radio,2,1,38
TCU_SUNNER_ID_039,42.320574,-5.598179,TK039,TCU,radio,2,1,39
TCU_SUNNER_ID_040,42.320012,-5.598156,TK040,TCU,radio,2,1,40
TCU_SUNNER_ID_041,42.320576,-5.598094,TK041,TCU,radio,2,1,41
TCU_SUNNER_ID_042,42.320014,-5.598071,TK042,TCU,radio,2,1,42
TCU_SUNNER_ID_043,42.320578,-5.598009,TK043,TCU,radio,2,1,43
TCU_SUNNER_ID_044,42.320016,-5.597986,TK044,TCU,radio,2,1,44
TCU_SUNNER_ID_045,42.32058,-5.597924,TK045,TCU,radio,2,1,45
TCU_SUNNER_ID_046,42.320018,-5.597901,TK046,TCU,radio,2,1,46
TCU_SUNNER_ID_047,42.320582,-5.597839,TK047,TCU,radio,2,1,47
TCU_SUNNER_ID_048,42.32002,-5.597816,TK048,TCU,radio,2,1,48
TCU_SUNNER_ID_049,42.320584,-5.597755,TK049,TCU,radio,2,1,49
TCU_SUNNER_ID_050,42.320022,-5.597731,TK050,TCU,radio,2,1,50
TCU_SUNNER_ID_051,42.320586,-5.59767,TK051,TCU,radio,2,1,51
TCU_SUNNER_ID_052,42.320024,-5.597647,TK052,TCU,radio,2,1,52
TCU_SUNNER_ID_053,42.320587,-5.597585,TK053,TCU,radio,2,1,53
TCU_SUNNER_ID_054,42.320026,-5.597562,TK054,TCU,radio,2,1,54
TCU_SUNNER_ID_055,42.320589,-5.5975,TK055,TCU,radio,2,1,55
TCU_SUNNER_ID_056,42.320028,-5.597477,TK056,TCU,radio,2,1,56
TCU_SUNNER_ID_057,42.320591,-5.597415,TK057,TCU,radio,2,1,57
TCU_SUNNER_ID_058,42.32003,-5.597392,TK058,TCU,radio,2,1,58
TCU_SUNNER_ID_059,42.320593,-5.59733,TK059,TCU,radio,2,1,59
TCU_SUNNER_ID_060,42.320032,-5.597307,TK060,TCU,radio,2,1,60
TCU_SUNNER_ID_061,42.320595,-5.597245,TK061,TCU,radio,2,1,61
TCU_SUNNER_ID_062,42.320034,-5.597222,TK062,TCU,radio,2,1,62
TCU_SUNNER_ID_063,42.320597,-5.59716,TK063,TCU,radio,2,1,63
TCU_SUNNER_ID_064,42.320036,-5.597137,TK064,TCU,radio,2,1,64
TCU_SUNNER_ID_065,42.320599,-5.597076,TK065,TCU,radio,2,1,65
TCU_SUNNER_ID_066,42.320037,-5.597053,TK066,TCU,radio,2,1,66
TCU_SUNNER_ID_067,42.320601,-5.596991,TK067,TCU,radio,2,1,67
TCU_SUNNER_ID_068,42.320039,-5.596968,TK068,TCU,radio,2,1,68
TCU_SUNNER_ID_069,42.320603,-5.596906,TK069,TCU,radio,2,1,69
TCU_SUNNER_ID_070,42.320041,-5.596883,TK070,TCU,radio,2,1,70
TCU_SUNNER_ID_071,42.320605,-5.596821,TK071,TCU,radio,2,1,71
TCU_SUNNER_ID_072,42.320043,-5.596798,TK072,TCU,radio,2,1,72
TCU_SUNNER_ID_073,42.320607,-5.596736,TK073,TCU,radio,2,1,73
TCU_SUNNER_ID_074,42.320045,-5.596713,TK074,TCU,radio,2,1,74
TCU_SUNNER_ID_075,42.320609,-5.596651,TK075,TCU,radio,2,1,75
TCU_SUNNER_ID_076,42.320047,-5.596628,TK076,TCU,radio,2,1,76
TCU_SUNNER_ID_077,42.320611,-5.596566,TK077,TCU,radio,2,1,77
TCU_SUNNER_ID_078,42.320049,-5.596543,TK078,TCU,radio,2,1,78
TCU_SUNNER_ID_079,42.320612,-5.596482,TK079,TCU,radio,2,1,79
TCU_SUNNER_ID_080,42.320051,-5.596458,TK080,TCU,radio,2,1,80
TCU_SUNNER_ID_081,42.320614,-5.596397,TK081,TCU,radio,2,1,81
TCU_SUNNER_ID_082,42.320053,-5.596374,TK082,TCU,radio,2,1,82
TCU_SUNNER_ID_083,42.320616,-5.596312,TK083,TCU,radio,2,1,83
TCU_SUNNER_ID_084,42.320055,-5.596289,TK084,TCU,radio,2,1,84
HSU_02,42.319587,-5.597565,HSU 2,HSU,radio,2,1,
