tipo,nombre,lat,lon
NCU,NCU 01,37.378963,14.904302
NCU,NCU 02,37.37633,14.904617
NCU,NCU 03,37.374601,14.907616
NCU,NCU 04,37.375455,14.899286
NCU,NCU 05,37.374068,14.902312
NCU,NCU 06,37.37205,14.904413
