node_id,lat,lon,etiqueta,rol,enlace,ncu,gw
TCU_SUNNER_ID_001,39.117459,-1.169141,TK 045-06,TCU,radio,9,1
TCU_SUNNER_ID_002,39.11754,-1.169,TK 046-06,TCU,radio,9,1
TCU_SUNNER_ID_003,39.116948,-1.169015,TK 047-06,TCU,radio,9,1
TCU_SUNNER_ID_004,39.117455,-1.168863,TK 048-06,TCU,radio,9,1
TCU_SUNNER_ID_005,39.11678,-1.168881,TK 049-06,TCU,radio,9,1
TCU_SUNNER_ID_006,39.117536,-1.168723,TK 050-06,TCU,radio,9,1
TCU_SUNNER_ID_007,39.116944,-1.168738,TK 051-06,TCU,radio,9,1
TCU_SUNNER_ID_008,39.116269,-1.168755,TK 052-06,TCU,radio,9,1
TCU_SUNNER_ID_009,39.117451,-1.168586,TK 053-06,TCU,radio,9,1
TCU_SUNNER_ID_010,39.116776,-1.168603,TK 054-06,TCU,radio,9,1
TCU_SUNNER_ID_011,39.1161,-1.168621,TK 055-06,TCU,radio,9,1
TCU_SUNNER_ID_012,39.117448,-1.168447,TK 056-06,TCU,radio,9,1
TCU_SUNNER_ID_013,39.116774,-1.168465,TK 057-06,TCU,radio,9,1
TCU_SUNNER_ID_014,39.116098,-1.168482,TK 058-06,TCU,radio,9,1
TCU_SUNNER_ID_015,39.117446,-1.168308,TK 059-06,TCU,radio,9,1
TCU_SUNNER_ID_016,39.116772,-1.168326,TK 060-06,TCU,radio,9,1
TCU_SUNNER_ID_017,39.116096,-1.168343,TK 061-06,TCU,radio,9,1
TCU_SUNNER_ID_018,39.117444,-1.16817,TK 062-06,TCU,radio,9,1
TCU_SUNNER_ID_019,39.116769,-1.168187,TK 063-06,TCU,radio,9,1
TCU_SUNNER_ID_020,39.116094,-1.168205,TK 064-06,TCU,radio,9,1
TCU_SUNNER_ID_021,39.117525,-1.168029,TK 065-06,TCU,radio,9,1
TCU_SUNNER_ID_022,39.116933,-1.168044,TK 066-06,TCU,radio,9,1
TCU_SUNNER_ID_023,39.116258,-1.168062,TK 067-06,TCU,radio,9,1
TCU_SUNNER_ID_024,39.117522,-1.16789,TK 068-06,TCU,radio,9,1
TCU_SUNNER_ID_025,39.116931,-1.167905,TK 069-06,TCU,radio,9,1
TCU_SUNNER_ID_026,39.116256,-1.167923,TK 070-06,TCU,radio,9,1
TCU_SUNNER_ID_027,39.117437,-1.167753,TK 071-06,TCU,radio,9,1
TCU_SUNNER_ID_028,39.116763,-1.167771,TK 072-06,TCU,radio,9,1
TCU_SUNNER_ID_029,39.116254,-1.167784,TK 073-06,TCU,radio,9,1
TCU_SUNNER_ID_030,39.117435,-1.167615,TK 074-06,TCU,radio,9,1
TCU_SUNNER_ID_031,39.116761,-1.167632,TK 075-06,TCU,radio,9,1
TCU_SUNNER_ID_032,39.116252,-1.167645,TK 076-06,TCU,radio,9,1
TCU_SUNNER_ID_033,39.117433,-1.167476,TK 077-06,TCU,radio,9,1
TCU_SUNNER_ID_034,39.116758,-1.167493,TK 078-06,TCU,radio,9,1
TCU_SUNNER_ID_035,39.11743,-1.167337,TK 079-06,TCU,radio,9,1
TCU_SUNNER_ID_036,39.116754,-1.167355,TK 080-06,TCU,radio,9,1
TCU_SUNNER_ID_037,39.117428,-1.167199,TK 081-06,TCU,radio,9,1
TCU_SUNNER_ID_038,39.116751,-1.167216,TK 082-06,TCU,radio,9,1
TCU_SUNNER_ID_039,39.117592,-1.167056,TK 083-06,TCU,radio,9,1
TCU_SUNNER_ID_040,39.116811,-1.167076,TK 084-06,TCU,radio,9,1
TCU_SUNNER_ID_041,39.116728,-1.166939,TK 085-06,TCU,radio,9,1
