node_id,lat,lon,etiqueta,rol,enlace,ncu,gw
TCU_SUNNER_ID_001,39.119819,-1.158449,TK 001-05,TCU,radio,6,1
TCU_SUNNER_ID_002,39.1199,-1.158308,TK 002-05,TCU,radio,6,1
TCU_SUNNER_ID_003,39.119897,-1.158169,TK 003-05,TCU,radio,6,1
TCU_SUNNER_ID_004,39.119895,-1.15803,TK 004-05,TCU,radio,6,1
TCU_SUNNER_ID_005,39.120178,-1.157884,TK 005-05,TCU,radio,6,1
TCU_SUNNER_ID_006,39.119586,-1.1579,TK 006-05,TCU,radio,6,1
TCU_SUNNER_ID_007,39.120176,-1.157746,TK 007-05,TCU,radio,6,1
TCU_SUNNER_ID_008,39.119584,-1.157761,TK 008-05,TCU,radio,6,1
TCU_SUNNER_ID_009,39.120173,-1.157607,TK 009-05,TCU,radio,6,1
TCU_SUNNER_ID_010,39.119582,-1.157622,TK 010-05,TCU,radio,6,1
TCU_SUNNER_ID_011,39.120171,-1.157468,TK 011-05,TCU,radio,6,1
TCU_SUNNER_ID_012,39.119579,-1.157483,TK 012-05,TCU,radio,6,1
TCU_SUNNER_ID_013,39.120169,-1.157329,TK 013-05,TCU,radio,6,1
TCU_SUNNER_ID_014,39.119577,-1.157345,TK 014-05,TCU,radio,6,1
TCU_SUNNER_ID_015,39.120167,-1.157191,TK 015-05,TCU,radio,6,1
TCU_SUNNER_ID_016,39.119575,-1.157206,TK 016-05,TCU,radio,6,1
TCU_SUNNER_ID_017,39.120165,-1.157052,TK 017-05,TCU,radio,6,1
TCU_SUNNER_ID_018,39.119573,-1.157067,TK 018-05,TCU,radio,6,1
TCU_SUNNER_ID_019,39.120162,-1.156913,TK 019-05,TCU,radio,6,1
TCU_SUNNER_ID_020,39.119653,-1.156926,TK 020-05,TCU,radio,6,1
TCU_SUNNER_ID_021,39.12016,-1.156774,TK 021-05,TCU,radio,6,1
TCU_SUNNER_ID_022,39.119651,-1.156788,TK 022-05,TCU,radio,6,1
TCU_SUNNER_ID_023,39.119649,-1.156649,TK 023-05,TCU,radio,6,1
TCU_SUNNER_ID_024,39.119647,-1.15651,TK 024-05,TCU,radio,6,1
TCU_SUNNER_ID_025,39.119728,-1.156369,TK 025-05,TCU,radio,6,1
TCU_SUNNER_ID_026,39.119725,-1.15623,TK 026-05,TCU,radio,6,1
HSU_02,39.121283,-1.156757,HSU 2 (US),HSU,radio,6,1
