node_id,lat,lon,etiqueta,ncu,gw
TCU_SUNNER_ID_001,39.130066,-1.169689,TK 001-011,16,1
TCU_SUNNER_ID_002,39.129558,-1.169702,TK 002-011,16,1
TCU_SUNNER_ID_003,39.130905,-1.169528,TK 003-011,16,1
TCU_SUNNER_ID_004,39.13023,-1.169546,TK 004-011,16,1
TCU_SUNNER_ID_005,39.129556,-1.169563,TK 005-011,16,1
TCU_SUNNER_ID_006,39.130903,-1.16939,TK 006-011,16,1
TCU_SUNNER_ID_007,39.130228,-1.169407,TK 007-011,16,1
TCU_SUNNER_ID_008,39.129554,-1.169425,TK 008-011,16,1
TCU_SUNNER_ID_009,39.130735,-1.169255,TK 009-011,16,1
TCU_SUNNER_ID_010,39.130059,-1.169273,TK 010-011,16,1
TCU_SUNNER_ID_011,39.129468,-1.169288,TK 011-011,16,1
TCU_SUNNER_ID_012,39.130733,-1.169116,TK 012-011,16,1
TCU_SUNNER_ID_013,39.130057,-1.169134,TK 013-011,16,1
TCU_SUNNER_ID_014,39.129465,-1.169149,TK 014-011,16,1
TCU_SUNNER_ID_015,39.130222,-1.168991,TK 015-011,16,1
TCU_SUNNER_ID_016,39.129547,-1.169008,TK 016-011,16,1
TCU_SUNNER_ID_017,39.130219,-1.168852,TK 017-011,16,1
TCU_SUNNER_ID_018,39.129545,-1.16887,TK 018-011,16,1
TCU_SUNNER_ID_019,39.130051,-1.168718,TK 019-011,16,1
TCU_SUNNER_ID_020,39.129459,-1.168733,TK 020-011,16,1
TCU_SUNNER_ID_021,39.130048,-1.168579,TK 021-011,16,1
TCU_SUNNER_ID_022,39.129541,-1.168592,TK 022-011,16,1
TCU_SUNNER_ID_023,39.129455,-1.168455,TK 023-011,16,1
TCU_SUNNER_ID_024,39.128805,-1.169722,TK 024-011,16,1
TCU_SUNNER_ID_025,39.128213,-1.169737,TK 025-011,16,1
TCU_SUNNER_ID_026,39.128803,-1.169583,TK 026-011,16,1
TCU_SUNNER_ID_027,39.128211,-1.169598,TK 027-011,16,1
TCU_SUNNER_ID_028,39.128884,-1.169442,TK 028-011,16,1
TCU_SUNNER_ID_029,39.128881,-1.169303,TK 029-011,16,1
TCU_SUNNER_ID_030,39.128879,-1.169164,TK 030-011,16,1
TCU_SUNNER_ID_031,39.128782,-1.169028,TK 031-011,16,1
TCU_SUNNER_ID_032,39.128274,-1.169041,TK 032-011,16,1
TCU_SUNNER_ID_033,39.12878,-1.168889,TK 033-011,16,1
TCU_SUNNER_ID_034,39.128272,-1.168903,TK 034-011,16,1
TCU_SUNNER_ID_035,39.128778,-1.168751,TK 035-011,16,1
TCU_SUNNER_ID_036,39.12827,-1.168764,TK 036-011,16,1
TCU_SUNNER_ID_037,39.128776,-1.168612,TK 037-011,16,1
TCU_SUNNER_ID_038,39.128268,-1.168625,TK 038-011,16,1
TCU_SUNNER_ID_039,39.128774,-1.168473,TK 039-011,16,1
TCU_SUNNER_ID_040,39.128266,-1.168486,TK 040-011,16,1
TCU_SUNNER_ID_041,39.128771,-1.168334,TK 041-011,16,1
TCU_SUNNER_ID_042,39.128264,-1.168347,TK 042-011,16,1
TCU_SUNNER_ID_043,39.128439,-1.168204,TK 043-011,16,1
TCU_SUNNER_ID_044,39.128354,-1.168068,TK 044-011,16,1
TCU_SUNNER_ID_045,39.128269,-1.167931,TK 045-011,16,1
