node_id,lat,lon,etiqueta,rol,ncu,gw
TCU_SUNNER_ID_001,-16.594895,-71.803485,TR-06_1-001,TCU,10,1
TCU_SUNNER_ID_002,-16.594897,-71.803369,TR-06_1-002,TCU,10,1
TCU_SUNNER_ID_003,-16.594898,-71.803253,TR-06_1-003,TCU,10,1
TCU_SUNNER_ID_004,-16.5949,-71.803137,TR-06_1-004,TCU,10,1
TCU_SUNNER_ID_005,-16.594901,-71.803021,TR-06_1-005,TCU,10,1
TCU_SUNNER_ID_006,-16.594903,-71.802905,TR-06_1-006,TCU,10,1
TCU_SUNNER_ID_007,-16.594904,-71.802789,TR-06_1-007,TCU,10,1
TCU_SUNNER_ID_008,-16.594906,-71.802673,TR-06_1-008,TCU,10,1
TCU_SUNNER_ID_009,-16.594907,-71.802556,TR-06_1-009,TCU,10,1
TCU_SUNNER_ID_010,-16.594909,-71.80244,TR-06_1-010,TCU,10,1
TCU_SUNNER_ID_011,-16.594911,-71.802324,TR-06_1-011,TCU,10,1
TCU_SUNNER_ID_012,-16.594912,-71.802208,TR-06_1-012,TCU,10,1
TCU_SUNNER_ID_013,-16.594914,-71.802092,TR-06_1-013,TCU,10,1
TCU_SUNNER_ID_014,-16.595573,-71.803495,TR-06_1-014,TCU,10,1
TCU_SUNNER_ID_015,-16.595575,-71.803379,TR-06_1-015,TCU,10,1
TCU_SUNNER_ID_016,-16.595576,-71.803263,TR-06_1-016,TCU,10,1
TCU_SUNNER_ID_017,-16.595578,-71.803147,TR-06_1-017,TCU,10,1
TCU_SUNNER_ID_018,-16.595579,-71.803031,TR-06_1-018,TCU,10,1
TCU_SUNNER_ID_019,-16.595581,-71.802915,TR-06_1-019,TCU,10,1
TCU_SUNNER_ID_020,-16.595582,-71.802798,TR-06_1-020,TCU,10,1
TCU_SUNNER_ID_021,-16.595584,-71.802682,TR-06_1-021,TCU,10,1
TCU_SUNNER_ID_022,-16.595586,-71.802566,TR-06_1-022,TCU,10,1
TCU_SUNNER_ID_023,-16.595587,-71.80245,TR-06_1-023,TCU,10,1
TCU_SUNNER_ID_024,-16.595589,-71.802334,TR-06_1-024,TCU,10,1
TCU_SUNNER_ID_025,-16.59559,-71.802218,TR-06_1-025,TCU,10,1
TCU_SUNNER_ID_026,-16.595592,-71.802102,TR-06_1-026,TCU,10,1
TCU_SUNNER_ID_027,-16.596243,-71.804085,TR-06_1-027,TCU,10,1
TCU_SUNNER_ID_028,-16.596245,-71.803969,TR-06_1-028,TCU,10,1
TCU_SUNNER_ID_029,-16.596246,-71.803853,TR-06_1-029,TCU,10,1
TCU_SUNNER_ID_030,-16.596248,-71.803737,TR-06_1-030,TCU,10,1
TCU_SUNNER_ID_031,-16.59625,-71.803621,TR-06_1-031,TCU,10,1
TCU_SUNNER_ID_032,-16.596251,-71.803505,TR-06_1-032,TCU,10,1
TCU_SUNNER_ID_033,-16.596253,-71.803389,TR-06_1-033,TCU,10,1
TCU_SUNNER_ID_034,-16.596254,-71.803273,TR-06_1-034,TCU,10,1
TCU_SUNNER_ID_035,-16.596256,-71.803157,TR-06_1-035,TCU,10,1
TCU_SUNNER_ID_036,-16.596257,-71.803041,TR-06_1-036,TCU,10,1
TCU_SUNNER_ID_037,-16.596259,-71.802924,TR-06_1-037,TCU,10,1
TCU_SUNNER_ID_038,-16.596261,-71.802808,TR-06_1-038,TCU,10,1
TCU_SUNNER_ID_039,-16.596262,-71.802692,TR-06_1-039,TCU,10,1
TCU_SUNNER_ID_040,-16.596264,-71.802576,TR-06_1-040,TCU,10,1
TCU_SUNNER_ID_041,-16.596265,-71.80246,TR-06_1-041,TCU,10,1
TCU_SUNNER_ID_042,-16.596267,-71.802344,TR-06_1-042,TCU,10,1
TCU_SUNNER_ID_043,-16.596268,-71.802228,TR-06_1-043,TCU,10,1
TCU_SUNNER_ID_044,-16.59627,-71.802112,TR-06_1-044,TCU,10,1
TCU_SUNNER_ID_045,-16.596921,-71.804095,TR-06_1-045,TCU,10,1
TCU_SUNNER_ID_046,-16.596923,-71.803979,TR-06_1-046,TCU,10,1
TCU_SUNNER_ID_047,-16.596924,-71.803863,TR-06_1-047,TCU,10,1
TCU_SUNNER_ID_048,-16.596926,-71.803747,TR-06_1-048,TCU,10,1
TCU_SUNNER_ID_049,-16.596928,-71.803631,TR-06_1-049,TCU,10,1
TCU_SUNNER_ID_050,-16.596929,-71.803515,TR-06_1-050,TCU,10,1
TCU_SUNNER_ID_051,-16.596931,-71.803399,TR-06_1-051,TCU,10,1
TCU_SUNNER_ID_052,-16.596932,-71.803283,TR-06_1-052,TCU,10,1
TCU_SUNNER_ID_053,-16.596934,-71.803166,TR-06_1-053,TCU,10,1
TCU_SUNNER_ID_054,-16.596935,-71.80305,TR-06_1-054,TCU,10,1
TCU_SUNNER_ID_055,-16.596937,-71.802934,TR-06_1-055,TCU,10,1
TCU_SUNNER_ID_056,-16.596939,-71.802818,TR-06_1-056,TCU,10,1
TCU_SUNNER_ID_057,-16.59694,-71.802702,TR-06_1-057,TCU,10,1
TCU_SUNNER_ID_058,-16.596942,-71.802586,TR-06_1-058,TCU,10,1
TCU_SUNNER_ID_059,-16.596943,-71.80247,TR-06_1-059,TCU,10,1
TCU_SUNNER_ID_060,-16.596945,-71.802354,TR-06_1-060,TCU,10,1
TCU_SUNNER_ID_061,-16.596946,-71.802238,TR-06_1-061,TCU,10,1
TCU_SUNNER_ID_062,-16.596948,-71.802121,TR-06_1-062,TCU,10,1
