origen,destino,rssi_medido_dbm,llega,beta_grados,hora_utc,distancia_m,mesas,clase,et_origen,et_destino,esclavo_origen,esclavo_destino,lat_origen,lon_origen,lat_destino,lon_destino,margen_previsto_planas_db,margen_previsto_canto_db
TCU_SUNNER_ID_028,TCU_SUNNER_ID_070,,,,,184.5,21,diagonal,TR-07_1-028,TR-07_1-070,28,70,-16.591529,-71.801846,-16.593023,-71.801081,18.0,-12.5
TCU_SUNNER_ID_010,TCU_SUNNER_ID_015,,,,,194.9,45,filas,TR-07_1-010,TR-07_1-015,10,15,-16.590709,-71.803888,-16.590847,-71.802069,-1.0,-11.7
TCU_SUNNER_ID_039,TCU_SUNNER_ID_046,,,,,219.3,50,filas,TR-07_1-039,TR-07_1-046,39,46,-16.592161,-71.803562,-16.592211,-71.801509,-0.5,-29.0
TCU_SUNNER_ID_042,TCU_SUNNER_ID_068,,,,,223.8,49,diagonal,TR-07_1-042,TR-07_1-068,42,68,-16.592166,-71.803213,-16.59302,-71.801313,-7.5,-40.6
TCU_SUNNER_ID_040,TCU_SUNNER_ID_102,,,,,225.4,0,eje,TR-07_1-040,TR-07_1-102,40,102,-16.592163,-71.803446,-16.594198,-71.803475,29.4,29.4
TCU_SUNNER_ID_012,TCU_SUNNER_ID_057,,,,,235.4,0,eje,TR-07_1-012,TR-07_1-057,12,57,-16.590712,-71.803657,-16.592838,-71.803688,28.6,28.6
TCU_SUNNER_ID_024,TCU_SUNNER_ID_079,,,,,240.6,12,diagonal,TR-07_1-024,TR-07_1-079,24,79,-16.591392,-71.803551,-16.593511,-71.804046,9.1,-6.2
TCU_SUNNER_ID_058,TCU_SUNNER_ID_068,,,,,242.0,56,filas,TR-07_1-058,TR-07_1-068,58,68,-16.592839,-71.803572,-16.59302,-71.801313,-6.8,-30.0
TCU_SUNNER_ID_071,TCU_SUNNER_ID_085,,,,,260.5,62,diagonal,TR-07_1-071,TR-07_1-085,71,85,-16.593024,-71.800965,-16.59352,-71.803349,-1.2,-31.5
TCU_SUNNER_ID_060,TCU_SUNNER_ID_072,,,,,266.7,65,filas,TR-07_1-060,TR-07_1-072,60,72,-16.592842,-71.803339,-16.593026,-71.800849,-6.9,-15.4
TCU_SUNNER_ID_036,TCU_SUNNER_ID_048,,,,,281.3,68,filas,TR-07_1-036,TR-07_1-048,36,48,-16.592157,-71.80391,-16.592215,-71.801276,-8.4,-21.4
TCU_SUNNER_ID_017,TCU_SUNNER_ID_076,,,,,287.1,38,diagonal,TR-07_1-017,TR-07_1-076,17,76,-16.590851,-71.801836,-16.593032,-71.800385,-3.9,-33.2
TCU_SUNNER_ID_062,TCU_SUNNER_ID_077,,,,,303.9,72,filas,TR-07_1-062,TR-07_1-077,62,77,-16.592846,-71.803107,-16.593034,-71.800268,-11.6,-44.7
TCU_SUNNER_ID_012,TCU_SUNNER_ID_082,,,,,310.5,0,eje,TR-07_1-012,TR-07_1-082,12,82,-16.590712,-71.803657,-16.593516,-71.803698,23.9,23.9
TCU_SUNNER_ID_005,TCU_SUNNER_ID_058,,,,,310.5,0,eje,TR-07_1-005,TR-07_1-058,5,58,-16.590036,-71.803531,-16.592839,-71.803572,23.9,23.9
TCU_SUNNER_ID_011,TCU_SUNNER_ID_081,,,,,310.5,0,eje,TR-07_1-011,TR-07_1-081,11,81,-16.590711,-71.803772,-16.593514,-71.803814,23.9,23.9
TCU_SUNNER_ID_023,TCU_SUNNER_ID_100,,,,,310.6,0,eje,TR-07_1-023,TR-07_1-100,23,100,-16.59139,-71.803667,-16.594195,-71.803707,23.9,23.9
TCU_SUNNER_ID_045,TCU_SUNNER_ID_100,,,,,312.7,50,diagonal,TR-07_1-045,TR-07_1-100,45,100,-16.59221,-71.801625,-16.594195,-71.803707,-6.2,-20.3
TCU_SUNNER_ID_058,TCU_SUNNER_ID_075,,,,,328.6,78,filas,TR-07_1-058,TR-07_1-075,58,75,-16.592839,-71.803572,-16.593031,-71.800501,-13.9,-36.5
TCU_SUNNER_ID_018,TCU_SUNNER_ID_087,,,,,331.3,34,diagonal,TR-07_1-018,TR-07_1-087,18,87,-16.590852,-71.80172,-16.593524,-71.803117,-3.8,-50.0
TCU_SUNNER_ID_109,TCU_SUNNER_ID_117,,,,,360.8,74,diagonal,TR-07_1-109,TR-07_1-117,109,117,-16.594209,-71.802662,-16.594913,-71.799364,-12.0,-59.5
TCU_SUNNER_ID_103,TCU_SUNNER_ID_111,,,,,365.8,83,filas,TR-07_1-103,TR-07_1-111,103,111,-16.594199,-71.803359,-16.594395,-71.79994,-10.7,-18.0
TCU_SUNNER_ID_102,TCU_SUNNER_ID_111,,,,,378.2,85,filas,TR-07_1-102,TR-07_1-111,102,111,-16.594198,-71.803475,-16.594395,-71.79994,-11.4,-23.0
TCU_SUNNER_ID_004,TCU_SUNNER_ID_082,,,,,385.6,0,eje,TR-07_1-004,TR-07_1-082,4,82,-16.590034,-71.803647,-16.593516,-71.803698,20.1,20.1
TCU_SUNNER_ID_002,TCU_SUNNER_ID_080,,,,,385.6,0,eje,TR-07_1-002,TR-07_1-080,2,80,-16.590031,-71.803878,-16.593513,-71.80393,20.1,20.1
TCU_SUNNER_ID_014,TCU_SUNNER_ID_102,,,,,385.7,0,eje,TR-07_1-014,TR-07_1-102,14,102,-16.590715,-71.803425,-16.594198,-71.803475,20.1,20.1
TCU_SUNNER_ID_002,TCU_SUNNER_ID_082,,,,,386.4,5,diagonal,TR-07_1-002,TR-07_1-082,2,82,-16.590031,-71.803878,-16.593516,-71.803698,11.2,-2.6
TCU_SUNNER_ID_054,TCU_SUNNER_ID_076,,,,,390.6,94,filas,TR-07_1-054,TR-07_1-076,54,76,-16.592833,-71.804036,-16.593032,-71.800385,-18.8,-32.1
TCU_SUNNER_ID_062,TCU_SUNNER_ID_113,,,,,407.7,76,diagonal,TR-07_1-062,TR-07_1-113,62,113,-16.592846,-71.803107,-16.595071,-71.800066,-19.1,-35.9
TCU_SUNNER_ID_098,TCU_SUNNER_ID_110,,,,,415.3,96,filas,TR-07_1-098,TR-07_1-110,98,110,-16.594192,-71.80394,-16.594393,-71.800056,-17.7,-25.6
TCU_SUNNER_ID_029,TCU_SUNNER_ID_116,,,,,447.6,47,diagonal,TR-07_1-029,TR-07_1-116,29,116,-16.59153,-71.80173,-16.595076,-71.799717,-18.2,-30.5
TCU_SUNNER_ID_004,TCU_SUNNER_ID_100,,,,,460.8,0,eje,TR-07_1-004,TR-07_1-100,4,100,-16.590034,-71.803647,-16.594195,-71.803707,17.1,17.1
