node_id,lat,lon,etiqueta,rol,ncu,gw
TCU_SUNNER_ID_001,-16.59003,-71.803994,TR-07_1-001,TCU,12,1
TCU_SUNNER_ID_002,-16.590031,-71.803878,TR-07_1-002,TCU,12,1
TCU_SUNNER_ID_003,-16.590033,-71.803762,TR-07_1-003,TCU,12,1
TCU_SUNNER_ID_004,-16.590034,-71.803647,TR-07_1-004,TCU,12,1
TCU_SUNNER_ID_005,-16.590036,-71.803531,TR-07_1-005,TCU,12,1
TCU_SUNNER_ID_006,-16.590037,-71.803415,TR-07_1-006,TCU,12,1
TCU_SUNNER_ID_007,-16.590169,-71.802059,TR-07_1-007,TCU,12,2
TCU_SUNNER_ID_008,-16.590171,-71.801943,TR-07_1-008,TCU,12,2
TCU_SUNNER_ID_009,-16.590708,-71.804004,TR-07_1-009,TCU,12,1
TCU_SUNNER_ID_010,-16.590709,-71.803888,TR-07_1-010,TCU,12,1
TCU_SUNNER_ID_011,-16.590711,-71.803772,TR-07_1-011,TCU,12,1
TCU_SUNNER_ID_012,-16.590712,-71.803657,TR-07_1-012,TCU,12,1
TCU_SUNNER_ID_013,-16.590714,-71.803541,TR-07_1-013,TCU,12,1
TCU_SUNNER_ID_014,-16.590715,-71.803425,TR-07_1-014,TCU,12,1
TCU_SUNNER_ID_015,-16.590847,-71.802069,TR-07_1-015,TCU,12,2
TCU_SUNNER_ID_016,-16.590849,-71.801953,TR-07_1-016,TCU,12,2
TCU_SUNNER_ID_017,-16.590851,-71.801836,TR-07_1-017,TCU,12,2
TCU_SUNNER_ID_018,-16.590852,-71.80172,TR-07_1-018,TCU,12,2
TCU_SUNNER_ID_019,-16.590854,-71.801605,TR-07_1-019,TCU,12,2
TCU_SUNNER_ID_020,-16.591386,-71.804014,TR-07_1-020,TCU,12,1
TCU_SUNNER_ID_021,-16.591387,-71.803898,TR-07_1-021,TCU,12,1
TCU_SUNNER_ID_022,-16.591389,-71.803782,TR-07_1-022,TCU,12,1
TCU_SUNNER_ID_023,-16.59139,-71.803667,TR-07_1-023,TCU,12,1
TCU_SUNNER_ID_024,-16.591392,-71.803551,TR-07_1-024,TCU,12,1
TCU_SUNNER_ID_025,-16.591393,-71.803434,TR-07_1-025,TCU,12,1
TCU_SUNNER_ID_026,-16.591526,-71.802078,TR-07_1-026,TCU,12,2
TCU_SUNNER_ID_027,-16.591527,-71.801962,TR-07_1-027,TCU,12,2
TCU_SUNNER_ID_028,-16.591529,-71.801846,TR-07_1-028,TCU,12,2
TCU_SUNNER_ID_029,-16.59153,-71.80173,TR-07_1-029,TCU,12,2
TCU_SUNNER_ID_030,-16.591532,-71.801615,TR-07_1-030,TCU,12,2
TCU_SUNNER_ID_031,-16.591533,-71.801499,TR-07_1-031,TCU,12,2
TCU_SUNNER_ID_032,-16.591535,-71.801383,TR-07_1-032,TCU,12,2
TCU_SUNNER_ID_033,-16.591536,-71.801267,TR-07_1-033,TCU,12,2
TCU_SUNNER_ID_034,-16.591538,-71.801151,TR-07_1-034,TCU,12,2
TCU_SUNNER_ID_035,-16.592155,-71.804026,TR-07_1-035,TCU,12,1
TCU_SUNNER_ID_036,-16.592157,-71.80391,TR-07_1-036,TCU,12,1
TCU_SUNNER_ID_037,-16.592158,-71.803794,TR-07_1-037,TCU,12,1
TCU_SUNNER_ID_038,-16.59216,-71.803678,TR-07_1-038,TCU,12,1
TCU_SUNNER_ID_039,-16.592161,-71.803562,TR-07_1-039,TCU,12,1
TCU_SUNNER_ID_040,-16.592163,-71.803446,TR-07_1-040,TCU,12,1
TCU_SUNNER_ID_041,-16.592164,-71.80333,TR-07_1-041,TCU,12,1
TCU_SUNNER_ID_042,-16.592166,-71.803213,TR-07_1-042,TCU,12,1
TCU_SUNNER_ID_043,-16.592167,-71.803097,TR-07_1-043,TCU,12,1
TCU_SUNNER_ID_044,-16.592208,-71.80174,TR-07_1-044,TCU,12,2
TCU_SUNNER_ID_045,-16.59221,-71.801625,TR-07_1-045,TCU,12,2
TCU_SUNNER_ID_046,-16.592211,-71.801509,TR-07_1-046,TCU,12,2
TCU_SUNNER_ID_047,-16.592213,-71.801393,TR-07_1-047,TCU,12,2
TCU_SUNNER_ID_048,-16.592215,-71.801276,TR-07_1-048,TCU,12,2
TCU_SUNNER_ID_049,-16.592216,-71.80116,TR-07_1-049,TCU,12,2
TCU_SUNNER_ID_050,-16.592218,-71.801044,TR-07_1-050,TCU,12,2
TCU_SUNNER_ID_051,-16.592219,-71.800928,TR-07_1-051,TCU,12,2
TCU_SUNNER_ID_052,-16.592221,-71.800812,TR-07_1-052,TCU,12,2
TCU_SUNNER_ID_053,-16.592222,-71.800696,TR-07_1-053,TCU,12,2
TCU_SUNNER_ID_054,-16.592833,-71.804036,TR-07_1-054,TCU,12,1
TCU_SUNNER_ID_055,-16.592835,-71.80392,TR-07_1-055,TCU,12,1
TCU_SUNNER_ID_056,-16.592836,-71.803804,TR-07_1-056,TCU,12,1
TCU_SUNNER_ID_057,-16.592838,-71.803688,TR-07_1-057,TCU,12,1
TCU_SUNNER_ID_058,-16.592839,-71.803572,TR-07_1-058,TCU,12,1
TCU_SUNNER_ID_059,-16.592841,-71.803455,TR-07_1-059,TCU,12,1
TCU_SUNNER_ID_060,-16.592842,-71.803339,TR-07_1-060,TCU,12,1
TCU_SUNNER_ID_061,-16.592844,-71.803223,TR-07_1-061,TCU,12,1
TCU_SUNNER_ID_062,-16.592846,-71.803107,TR-07_1-062,TCU,12,1
TCU_SUNNER_ID_063,-16.592847,-71.802991,TR-07_1-063,TCU,12,1
TCU_SUNNER_ID_064,-16.592849,-71.802875,TR-07_1-064,TCU,12,1
TCU_SUNNER_ID_065,-16.59285,-71.802759,TR-07_1-065,TCU,12,1
TCU_SUNNER_ID_066,-16.592852,-71.802643,TR-07_1-066,TCU,12,1
TCU_SUNNER_ID_067,-16.593018,-71.801429,TR-07_1-067,TCU,12,2
TCU_SUNNER_ID_068,-16.59302,-71.801313,TR-07_1-068,TCU,12,2
TCU_SUNNER_ID_069,-16.593021,-71.801197,TR-07_1-069,TCU,12,2
TCU_SUNNER_ID_070,-16.593023,-71.801081,TR-07_1-070,TCU,12,2
TCU_SUNNER_ID_071,-16.593024,-71.800965,TR-07_1-071,TCU,12,2
TCU_SUNNER_ID_072,-16.593026,-71.800849,TR-07_1-072,TCU,12,2
TCU_SUNNER_ID_073,-16.593027,-71.800733,TR-07_1-073,TCU,12,2
TCU_SUNNER_ID_074,-16.593029,-71.800617,TR-07_1-074,TCU,12,2
TCU_SUNNER_ID_075,-16.593031,-71.800501,TR-07_1-075,TCU,12,2
TCU_SUNNER_ID_076,-16.593032,-71.800385,TR-07_1-076,TCU,12,2
TCU_SUNNER_ID_077,-16.593034,-71.800268,TR-07_1-077,TCU,12,2
TCU_SUNNER_ID_078,-16.593035,-71.800152,TR-07_1-078,TCU,12,2
