node_id,lat,lon,etiqueta,ncu,gw
TCU_SUNNER_ID_001,-16.597005,-71.797885,TR-05_1-001,7,1
TCU_SUNNER_ID_002,-16.597007,-71.797769,TR-05_1-002,7,1
TCU_SUNNER_ID_003,-16.597008,-71.797653,TR-05_1-003,7,1
TCU_SUNNER_ID_004,-16.597683,-71.797895,TR-05_1-004,7,1
TCU_SUNNER_ID_005,-16.597685,-71.797779,TR-05_1-005,7,1
TCU_SUNNER_ID_006,-16.597686,-71.797663,TR-05_1-006,7,1
TCU_SUNNER_ID_007,-16.597688,-71.797547,TR-05_1-007,7,1
TCU_SUNNER_ID_008,-16.597689,-71.797431,TR-05_1-008,7,1
TCU_SUNNER_ID_009,-16.597691,-71.797315,TR-05_1-009,7,1
TCU_SUNNER_ID_010,-16.597692,-71.797199,TR-05_1-010,7,1
TCU_SUNNER_ID_011,-16.598361,-71.797905,TR-05_1-011,7,1
TCU_SUNNER_ID_012,-16.598363,-71.797789,TR-05_1-012,7,1
TCU_SUNNER_ID_013,-16.598364,-71.797673,TR-05_1-013,7,1
TCU_SUNNER_ID_014,-16.598366,-71.797557,TR-05_1-014,7,1
TCU_SUNNER_ID_015,-16.598367,-71.797441,TR-05_1-015,7,1
TCU_SUNNER_ID_016,-16.598369,-71.797324,TR-05_1-016,7,1
TCU_SUNNER_ID_017,-16.598371,-71.797208,TR-05_1-017,7,1
TCU_SUNNER_ID_018,-16.598372,-71.797092,TR-05_1-018,7,1
TCU_SUNNER_ID_019,-16.598374,-71.796976,TR-05_1-019,7,1
TCU_SUNNER_ID_022,-16.599138,-71.798023,TR-05_1-022,7,1
TCU_SUNNER_ID_023,-16.59914,-71.797907,TR-05_1-023,7,1
TCU_SUNNER_ID_024,-16.599141,-71.797791,TR-05_1-024,7,1
TCU_SUNNER_ID_025,-16.599143,-71.797675,TR-05_1-025,7,1
TCU_SUNNER_ID_026,-16.599144,-71.797559,TR-05_1-026,7,1
TCU_SUNNER_ID_027,-16.599146,-71.797442,TR-05_1-027,7,1
TCU_SUNNER_ID_028,-16.599147,-71.797326,TR-05_1-028,7,1
TCU_SUNNER_ID_029,-16.599149,-71.79721,TR-05_1-029,7,1
TCU_SUNNER_ID_030,-16.599151,-71.797094,TR-05_1-030,7,1
TCU_SUNNER_ID_031,-16.599318,-71.79698,TR-05_1-031,7,1
TCU_SUNNER_ID_038,-16.599816,-71.798033,TR-05_1-038,7,1
TCU_SUNNER_ID_039,-16.599818,-71.797917,TR-05_1-039,7,1
TCU_SUNNER_ID_040,-16.599819,-71.797801,TR-05_1-040,7,1
TCU_SUNNER_ID_041,-16.599821,-71.797685,TR-05_1-041,7,1
TCU_SUNNER_ID_042,-16.599822,-71.797568,TR-05_1-042,7,1
TCU_SUNNER_ID_043,-16.599824,-71.797452,TR-05_1-043,7,1
TCU_SUNNER_ID_044,-16.599826,-71.797336,TR-05_1-044,7,1
TCU_SUNNER_ID_045,-16.599827,-71.79722,TR-05_1-045,7,1
TCU_SUNNER_ID_046,-16.599829,-71.797104,TR-05_1-046,7,1
TCU_SUNNER_ID_047,-16.59983,-71.796988,TR-05_1-047,7,1
TCU_SUNNER_ID_058,-16.600494,-71.798043,TR-05_1-058,7,1
TCU_SUNNER_ID_059,-16.600496,-71.797927,TR-05_1-059,7,1
TCU_SUNNER_ID_060,-16.600497,-71.79781,TR-05_1-060,7,1
TCU_SUNNER_ID_061,-16.600499,-71.797694,TR-05_1-061,7,1
TCU_SUNNER_ID_062,-16.6005,-71.797578,TR-05_1-062,7,1
TCU_SUNNER_ID_063,-16.600502,-71.797462,TR-05_1-063,7,1
TCU_SUNNER_ID_064,-16.600504,-71.797346,TR-05_1-064,7,1
TCU_SUNNER_ID_065,-16.600505,-71.79723,TR-05_1-065,7,1
TCU_SUNNER_ID_066,-16.600507,-71.797114,TR-05_1-066,7,1
TCU_SUNNER_ID_067,-16.600508,-71.796998,TR-05_1-067,7,1
TCU_SUNNER_ID_082,-16.601172,-71.798052,TR-05_1-082,7,1
TCU_SUNNER_ID_083,-16.601174,-71.797936,TR-05_1-083,7,1
TCU_SUNNER_ID_084,-16.601175,-71.79782,TR-05_1-084,7,1
TCU_SUNNER_ID_085,-16.601177,-71.797704,TR-05_1-085,7,1
TCU_SUNNER_ID_086,-16.601179,-71.797588,TR-05_1-086,7,1
TCU_SUNNER_ID_087,-16.60118,-71.797472,TR-05_1-087,7,1
TCU_SUNNER_ID_088,-16.601182,-71.797356,TR-05_1-088,7,1
TCU_SUNNER_ID_089,-16.601183,-71.79724,TR-05_1-089,7,1
TCU_SUNNER_ID_090,-16.601185,-71.797124,TR-05_1-090,7,1
TCU_SUNNER_ID_091,-16.601186,-71.797007,TR-05_1-091,7,1
