node_id,lat,lon,etiqueta,rol,enlace,ncu,gw
TCU_SUNNER_ID_001,-16.590009,-71.805504,TR-07_2-001,TCU,radio,13,1
TCU_SUNNER_ID_002,-16.590011,-71.805388,TR-07_2-002,TCU,radio,13,1
TCU_SUNNER_ID_003,-16.590012,-71.805272,TR-07_2-003,TCU,radio,13,1
TCU_SUNNER_ID_004,-16.590014,-71.805155,TR-07_2-004,TCU,radio,13,1
TCU_SUNNER_ID_005,-16.590015,-71.805039,TR-07_2-005,TCU,radio,13,1
TCU_SUNNER_ID_006,-16.590017,-71.804923,TR-07_2-006,TCU,radio,13,1
TCU_SUNNER_ID_007,-16.590019,-71.804807,TR-07_2-007,TCU,radio,13,1
TCU_SUNNER_ID_008,-16.59002,-71.804691,TR-07_2-008,TCU,radio,13,1
TCU_SUNNER_ID_009,-16.590022,-71.804575,TR-07_2-009,TCU,radio,13,1
TCU_SUNNER_ID_010,-16.590023,-71.804459,TR-07_2-010,TCU,radio,13,1
TCU_SUNNER_ID_011,-16.590025,-71.804343,TR-07_2-011,TCU,radio,13,1
TCU_SUNNER_ID_012,-16.590026,-71.804227,TR-07_2-012,TCU,radio,13,1
TCU_SUNNER_ID_013,-16.590028,-71.804111,TR-07_2-013,TCU,radio,13,1
TCU_SUNNER_ID_014,-16.590679,-71.806094,TR-07_2-014,TCU,radio,13,1
TCU_SUNNER_ID_015,-16.590681,-71.805978,TR-07_2-015,TCU,radio,13,1
TCU_SUNNER_ID_016,-16.590683,-71.805862,TR-07_2-016,TCU,radio,13,1
TCU_SUNNER_ID_017,-16.590684,-71.805746,TR-07_2-017,TCU,radio,13,1
TCU_SUNNER_ID_018,-16.590686,-71.80563,TR-07_2-018,TCU,radio,13,1
TCU_SUNNER_ID_019,-16.590687,-71.805514,TR-07_2-019,TCU,radio,13,1
TCU_SUNNER_ID_020,-16.590689,-71.805397,TR-07_2-020,TCU,radio,13,1
TCU_SUNNER_ID_021,-16.59069,-71.805281,TR-07_2-021,TCU,radio,13,1
TCU_SUNNER_ID_022,-16.590692,-71.805165,TR-07_2-022,TCU,radio,13,1
TCU_SUNNER_ID_023,-16.590694,-71.805049,TR-07_2-023,TCU,radio,13,1
TCU_SUNNER_ID_024,-16.590695,-71.804933,TR-07_2-024,TCU,radio,13,1
TCU_SUNNER_ID_025,-16.590697,-71.804817,TR-07_2-025,TCU,radio,13,1
TCU_SUNNER_ID_026,-16.590698,-71.804701,TR-07_2-026,TCU,radio,13,1
TCU_SUNNER_ID_027,-16.5907,-71.804585,TR-07_2-027,TCU,radio,13,1
TCU_SUNNER_ID_028,-16.590701,-71.804469,TR-07_2-028,TCU,radio,13,1
TCU_SUNNER_ID_029,-16.590703,-71.804353,TR-07_2-029,TCU,radio,13,1
TCU_SUNNER_ID_030,-16.590704,-71.804236,TR-07_2-030,TCU,radio,13,1
TCU_SUNNER_ID_031,-16.590706,-71.80412,TR-07_2-031,TCU,radio,13,1
TCU_SUNNER_ID_032,-16.591357,-71.806104,TR-07_2-032,TCU,radio,13,1
TCU_SUNNER_ID_033,-16.591359,-71.805988,TR-07_2-033,TCU,radio,13,1
TCU_SUNNER_ID_034,-16.591361,-71.805872,TR-07_2-034,TCU,radio,13,1
TCU_SUNNER_ID_035,-16.591362,-71.805756,TR-07_2-035,TCU,radio,13,1
TCU_SUNNER_ID_036,-16.591364,-71.80564,TR-07_2-036,TCU,radio,13,1
TCU_SUNNER_ID_037,-16.591365,-71.805523,TR-07_2-037,TCU,radio,13,1
TCU_SUNNER_ID_038,-16.591367,-71.805407,TR-07_2-038,TCU,radio,13,1
TCU_SUNNER_ID_039,-16.591368,-71.805291,TR-07_2-039,TCU,radio,13,1
TCU_SUNNER_ID_040,-16.59137,-71.805175,TR-07_2-040,TCU,radio,13,1
TCU_SUNNER_ID_041,-16.591372,-71.805059,TR-07_2-041,TCU,radio,13,1
TCU_SUNNER_ID_042,-16.591373,-71.804943,TR-07_2-042,TCU,radio,13,1
TCU_SUNNER_ID_043,-16.591375,-71.804827,TR-07_2-043,TCU,radio,13,1
TCU_SUNNER_ID_044,-16.591376,-71.804711,TR-07_2-044,TCU,radio,13,1
TCU_SUNNER_ID_045,-16.591378,-71.804595,TR-07_2-045,TCU,radio,13,1
TCU_SUNNER_ID_046,-16.591379,-71.804478,TR-07_2-046,TCU,radio,13,1
TCU_SUNNER_ID_047,-16.591381,-71.804362,TR-07_2-047,TCU,radio,13,1
TCU_SUNNER_ID_048,-16.591383,-71.804246,TR-07_2-048,TCU,radio,13,1
TCU_SUNNER_ID_049,-16.591384,-71.80413,TR-07_2-049,TCU,radio,13,1
TCU_SUNNER_ID_050,-16.592127,-71.806115,TR-07_2-050,TCU,radio,13,2
TCU_SUNNER_ID_051,-16.592128,-71.805999,TR-07_2-051,TCU,radio,13,2
TCU_SUNNER_ID_052,-16.59213,-71.805883,TR-07_2-052,TCU,radio,13,2
TCU_SUNNER_ID_053,-16.592131,-71.805767,TR-07_2-053,TCU,radio,13,2
TCU_SUNNER_ID_054,-16.592133,-71.805651,TR-07_2-054,TCU,radio,13,2
TCU_SUNNER_ID_055,-16.592135,-71.805535,TR-07_2-055,TCU,radio,13,2
TCU_SUNNER_ID_056,-16.592136,-71.805418,TR-07_2-056,TCU,radio,13,2
TCU_SUNNER_ID_057,-16.592138,-71.805302,TR-07_2-057,TCU,radio,13,2
TCU_SUNNER_ID_058,-16.592139,-71.805186,TR-07_2-058,TCU,radio,13,2
TCU_SUNNER_ID_059,-16.592141,-71.80507,TR-07_2-059,TCU,radio,13,2
TCU_SUNNER_ID_060,-16.592142,-71.804954,TR-07_2-060,TCU,radio,13,2
TCU_SUNNER_ID_061,-16.592144,-71.804838,TR-07_2-061,TCU,radio,13,2
TCU_SUNNER_ID_062,-16.592146,-71.804722,TR-07_2-062,TCU,radio,13,2
TCU_SUNNER_ID_063,-16.592313,-71.804608,TR-07_2-063,TCU,radio,13,2
TCU_SUNNER_ID_064,-16.592315,-71.804492,TR-07_2-064,TCU,radio,13,2
TCU_SUNNER_ID_065,-16.59215,-71.804374,TR-07_2-065,TCU,radio,13,2
TCU_SUNNER_ID_066,-16.592152,-71.804258,TR-07_2-066,TCU,radio,13,2
TCU_SUNNER_ID_067,-16.592153,-71.804142,TR-07_2-067,TCU,radio,13,2
TCU_SUNNER_ID_068,-16.592805,-71.806125,TR-07_2-068,TCU,radio,13,2
TCU_SUNNER_ID_069,-16.592806,-71.806009,TR-07_2-069,TCU,radio,13,2
TCU_SUNNER_ID_070,-16.592808,-71.805893,TR-07_2-070,TCU,radio,13,2
TCU_SUNNER_ID_071,-16.59281,-71.805777,TR-07_2-071,TCU,radio,13,2
TCU_SUNNER_ID_072,-16.592811,-71.805661,TR-07_2-072,TCU,radio,13,2
TCU_SUNNER_ID_073,-16.592813,-71.805544,TR-07_2-073,TCU,radio,13,2
TCU_SUNNER_ID_074,-16.592814,-71.805428,TR-07_2-074,TCU,radio,13,2
TCU_SUNNER_ID_075,-16.592816,-71.805312,TR-07_2-075,TCU,radio,13,2
TCU_SUNNER_ID_076,-16.592817,-71.805196,TR-07_2-076,TCU,radio,13,2
TCU_SUNNER_ID_077,-16.592819,-71.80508,TR-07_2-077,TCU,radio,13,2
TCU_SUNNER_ID_078,-16.59282,-71.804964,TR-07_2-078,TCU,radio,13,2
TCU_SUNNER_ID_079,-16.592822,-71.804848,TR-07_2-079,TCU,radio,13,2
TCU_SUNNER_ID_080,-16.592824,-71.804732,TR-07_2-080,TCU,radio,13,2
TCU_SUNNER_ID_081,-16.592825,-71.804616,TR-07_2-081,TCU,radio,13,2
TCU_SUNNER_ID_082,-16.592827,-71.804499,TR-07_2-082,TCU,radio,13,2
TCU_SUNNER_ID_083,-16.592828,-71.804383,TR-07_2-083,TCU,radio,13,2
TCU_SUNNER_ID_084,-16.59283,-71.804268,TR-07_2-084,TCU,radio,13,2
TCU_SUNNER_ID_085,-16.592831,-71.804152,TR-07_2-085,TCU,radio,13,2
TCU_SUNNER_ID_086,-16.593481,-71.806251,TR-07_2-086,TCU,radio,13,2
TCU_SUNNER_ID_087,-16.593483,-71.806135,TR-07_2-087,TCU,radio,13,2
TCU_SUNNER_ID_088,-16.593484,-71.806019,TR-07_2-088,TCU,radio,13,2
TCU_SUNNER_ID_089,-16.593486,-71.805903,TR-07_2-089,TCU,radio,13,2
TCU_SUNNER_ID_090,-16.593488,-71.805786,TR-07_2-090,TCU,radio,13,2
TCU_SUNNER_ID_091,-16.593489,-71.80567,TR-07_2-091,TCU,radio,13,2
TCU_SUNNER_ID_092,-16.593491,-71.805554,TR-07_2-092,TCU,radio,13,2
TCU_SUNNER_ID_093,-16.593492,-71.805438,TR-07_2-093,TCU,radio,13,2
TCU_SUNNER_ID_094,-16.593494,-71.805322,TR-07_2-094,TCU,radio,13,2
TCU_SUNNER_ID_095,-16.593495,-71.805206,TR-07_2-095,TCU,radio,13,2
